ID,FDA_Regulated_Drug,FDA_Regulated_Device,Responsible_Party
2110244-11,No,No,Principal Investigator
2018-09-20 Version 1.2,Yes,No,Sponsor
HSM/VGH-2019-12-009CC,No,No,Principal Investigator
2021-A01550-41,No,No,Sponsor
2449PT,No,No,Principal Investigator
20220430GD,No,No,Sponsor-Investigator
StrataXRT,No,No,Principal Investigator
TQB3909-Ib/II-01,No,No,Sponsor
events in breast cancer,No,No,Principal Investigator
"S-20200021, 19-16321",No,No,Sponsor
Exo-LCR-1807,No,No,Sponsor
ILLUMINE,Yes,No,Sponsor
AGO/2019/003,No,No,Sponsor
C4891016,No,No,Sponsor
MCC-19220,Yes,No,Sponsor
2020-A01916-33,No,No,Principal Investigator
MC220902,No,No,Sponsor
BR-003,No,Yes,Sponsor
2021/156064(REK),Yes,No,Principal Investigator
MedOPP199,No,No,Sponsor
RECHMPL21_0680,No,No,Sponsor
ShengjingH 3,No,No,Principal Investigator
18459,Yes,No,Sponsor
PRO00030295,No,No,Principal Investigator
DBCG RT SDM,No,No,Sponsor
NBK 171/1/2021,No,No,Sponsor
NCC1787,No,No,Principal Investigator
UCI 19-145 [HS# 1459],Yes,No,Principal Investigator
20923,No,No,Sponsor
SUN-2252,No,No,Principal Investigator
18496,Yes,No,Sponsor
INT214/22,No,No,Sponsor
201906,No,No,Principal Investigator
BL-M07D1-101,No,No,Sponsor
22-250,No,No,Principal Investigator
2021-0669,No,No,Sponsor
HCI130492,Yes,No,Sponsor
E7090-J081-102,No,No,Sponsor
Folio No.03-2022,No,No,Principal Investigator
S63330,No,No,Sponsor
CA209-8H3,Yes,No,Sponsor
A171601,Yes,No,Sponsor
OP-1250-001,Yes,No,Sponsor
A5481122,Yes,No,Sponsor
21-091,Yes,No,Sponsor
1890-1-2019,Yes,No,Principal Investigator
CARDIEJERCAN,No,No,Sponsor
RIBBS 2019/37,No,No,Sponsor
CCR5234,No,No,Sponsor
2574,No,No,Principal Investigator
IFG-06-2019,No,No,Sponsor
439-21,No,No,Principal Investigator
VHIO20002,No,No,Sponsor
H-45698,Yes,No,Sponsor-Investigator
FDRT-BC010,No,No,Principal Investigator
D8666C00004,No,No,Sponsor
17-0310,No,No,Sponsor
OTT 17-02,No,No,Sponsor
MC1835-ACCRU-BR-1701,Yes,No,Sponsor
CCR4772,No,No,Sponsor
UC-BCG-2205,No,No,Sponsor
IEO 0837/,No,No,Sponsor
PHDW-006,No,No,Principal Investigator
AnhuiPH,No,No,Principal Investigator
21094,Yes,No,Sponsor
PECP,No,No,Sponsor
UPCC 11121,No,No,Sponsor
CBYL719A03201,No,No,Sponsor
11066,No,No,Principal Investigator
S-64813,No,No,Principal Investigator
2020-0831,No,No,Sponsor
SDO-006-20-01,Yes,No,Sponsor
ASSOCIHER,No,No,Sponsor
VICC BRE 20104,No,No,Sponsor-Investigator
22-655,No,No,Principal Investigator
CL0007,Yes,Yes,Sponsor
EPTTCSM (239BRC18.0129),No,No,Sponsor
MO39193,Yes,No,Sponsor
HSR210410,Yes,No,Principal Investigator
ALTER-BC-003,No,No,Principal Investigator
"CD133, Breast Cancer",No,No,Principal Investigator
2021-40-2343,Yes,No,Principal Investigator
NL67422.041.18,Yes,No,Principal Investigator
AL-TNBC-01,Yes,No,Sponsor
300007016,No,No,Principal Investigator
QUILT-3.057,Yes,No,Sponsor
2021-0261,Yes,Yes,Sponsor
69HCL19_0593,No,No,Sponsor
H3B-6545-G000-102,Yes,No,Sponsor
NCI-2018-01581,Yes,No,Sponsor
CAR202,No,No,Sponsor
SIB16134,No,No,Sponsor
2020-11/15,No,No,Principal Investigator
20D.876,No,No,Sponsor
41494,No,No,Principal Investigator
19D.799,No,No,Sponsor
21-110,No,No,Principal Investigator
GM1-CIPN-202,No,No,Sponsor
HSaleem,No,No,Sponsor
220493,No,No,Sponsor
2020-q12,No,No,Principal Investigator
1280-0022,Yes,No,Sponsor
0124-18-TLV,No,No,Principal Investigator
112626,No,No,Sponsor
BL2014084,Yes,No,Sponsor
20160504,No,No,Sponsor
RLY-2608-101,Yes,No,Sponsor
CLEE011A2207,Yes,No,Sponsor
21050,Yes,Yes,Sponsor
55054,No,No,Principal Investigator
PILOT 171548,No,No,Principal Investigator
Pro00109777,Yes,No,Sponsor-Investigator
22-225,Yes,No,Sponsor-Investigator
ShandongCHI-04,No,No,Sponsor-Investigator
1710018694,Yes,No,Sponsor
MC1733,Yes,No,Sponsor
294-2018,No,No,Principal Investigator
29747,Yes,No,Sponsor
IFG-NIB-01,Yes,No,Sponsor
PRESSODOU-1809,No,No,Sponsor
2022/005-OST,No,No,Principal Investigator
WSG-AM08,No,No,Sponsor
MRG002-005,No,No,Sponsor
HLX10-013-TNBCneo,No,No,Sponsor
INT 192/19,No,No,Sponsor
YWBC-001,No,No,Sponsor
IRB-53650,Yes,No,Sponsor
VICC BRE 17107,Yes,No,Principal Investigator
2017-004938-28,No,No,Sponsor
Pro00103625,Yes,No,Sponsor
2017/01,No,No,Sponsor-Investigator
NCI-2018-01519,Yes,No,Sponsor
G0F9119N,No,No,Sponsor
OP_1413,No,No,Principal Investigator
2020-001,Yes,No,Sponsor
NCI-2022-07265,Yes,No,Sponsor
AURORA US,No,No,Sponsor
G1T28-208,Yes,No,Sponsor
ZZBGCART-016,No,No,Sponsor
18HH4880,No,No,Sponsor
21-038,Yes,No,Principal Investigator
STUDY00004257,Yes,No,Principal Investigator
IC 2020-15,No,No,Sponsor
09.2019.865,No,No,Sponsor
I-3010822,Yes,No,Sponsor
PALBO01/2021,Yes,No,Sponsor
UMCC 2021.056,No,No,Sponsor
BOOG 2019-01,No,No,Sponsor
AZV2022,No,No,Principal Investigator
RF-2016-02362383,No,No,Sponsor
HYPART,No,No,Principal Investigator
CLEE011AUS65,No,No,Sponsor
UTD-1-BM-II,No,No,Sponsor
IUSCC-0647,No,No,Sponsor-Investigator
SL-2020076,No,No,Principal Investigator
2022-A00171-42,No,No,Sponsor
2018/14-01,No,No,Principal Investigator
UC-0140/1814,No,No,Sponsor
20221297,Yes,No,Principal Investigator
NBG-19-01; SWEBCG 19-01,No,No,Sponsor
bakircaymzeren07,No,No,Principal Investigator
2021SCR,No,Yes,Sponsor
Lymphedema Rehabilitation,No,No,Principal Investigator
VMA-253-18,No,No,Principal Investigator
IRB-30000320,No,No,Principal Investigator
9764,Yes,No,Sponsor
EA1211,No,No,Sponsor
11B1920N_BCS-PAIN,No,No,Sponsor
ShandongCHI-13,No,No,Principal Investigator
MIMIR-mTNBC,No,No,Principal Investigator
LCCC1934,No,No,Sponsor
3-2020-0448,No,No,Principal Investigator
17502,Yes,No,Sponsor
Pro2020001306,No,Yes,Principal Investigator
2861/20,Yes,No,Principal Investigator
WO40181,Yes,No,Sponsor
GY202201,No,No,Sponsor
BMTN,No,No,Principal Investigator
2020-12518,No,No,Sponsor
20190304-01H,No,No,Sponsor
UKT HT03_1,No,No,Sponsor
30388,Yes,No,Sponsor
STUDY00146320,Yes,No,Principal Investigator
SM-88-001,Yes,No,Sponsor
2022-A00437-36,No,No,Sponsor
2018-01-054,No,No,Principal Investigator
2.073.549,No,No,Sponsor
NCI-2020-02319,Yes,No,Sponsor
2-114-18,No,No,Sponsor
P170407J,No,No,Sponsor
QF-SC10914-203,No,No,Sponsor
BRAVE,No,No,Principal Investigator
D926PC00001,Yes,No,Sponsor
NL76792.091.21,No,No,Sponsor
IRB00376235,No,No,Sponsor
HCRN BRE18-360,Yes,No,Sponsor-Investigator
19-1974.cc,No,No,Sponsor
H19-02480,No,No,Principal Investigator
190025,No,No,Sponsor
HS-10342-201,No,No,Sponsor
2020-01-mp-BUS,No,No,Sponsor
IRB202000746,Yes,No,Sponsor
108818,No,No,Sponsor
CBCSG041,No,No,Principal Investigator
WEBAPPAC,No,No,Sponsor
PILHLE-001,No,No,Principal Investigator
21-579,No,Yes,Principal Investigator
A011801,Yes,No,Sponsor
Maple Tree Exercise,No,No,Sponsor-Investigator
ERC/2019/10/05,No,No,Sponsor
A5481151,,,Sponsor
22145,No,No,Principal Investigator
ICS Maugeri - CE 2202,No,No,Sponsor
TCHP,No,No,Sponsor
19-001881,Yes,No,Sponsor
STU-2020-1043,Yes,No,Principal Investigator
D0819C00005,,,Sponsor
041-2018,No,No,Principal Investigator
RESCREEN,No,No,Sponsor
NCI-2019-00048,Yes,No,Sponsor
IRB-57111,No,No,Sponsor
2022-0959,No,No,Sponsor
I 60517,No,No,Sponsor
OSU-21185,No,No,Principal Investigator
A221803,No,Yes,Sponsor
STUDY00003100,Yes,No,Sponsor
IndonesiaU2022,No,No,Principal Investigator
FM-17-B01,No,No,Sponsor
MC220303,No,No,Sponsor
STUDY00007842,No,No,Principal Investigator
STUDY00001007,No,No,Sponsor
20-009279,No,No,Sponsor
H19094,No,No,Principal Investigator
20-133,No,No,Sponsor
KKKR-Neulasta OS-01,No,No,Sponsor
16-185671,No,No,Sponsor
M18BEL,No,No,Sponsor
"UPCC# 15122, IRB # 852205",Yes,Yes,Sponsor
HCC 20-243,No,Yes,Sponsor-Investigator
Alaa_Negm_MSc_2023,No,No,Principal Investigator
SunYatsenU2H-LQ3,No,No,Principal Investigator
LCCC1745,No,Yes,Sponsor
BYEC20211201,No,No,Principal Investigator
18-140,No,No,Principal Investigator
2022-0378,No,No,Principal Investigator
20-221,No,No,Principal Investigator
IRB-58571,No,No,Sponsor
BPI-1178-2019-001,No,No,Sponsor
Organoids Breast,No,No,Sponsor
PUMCH-2020-EBC,No,No,Sponsor
E-HHC-2016-0245,No,No,Principal Investigator
21656,Yes,No,Sponsor
UC-0140/1901,No,No,Sponsor
HE072-CSP-002,No,No,Sponsor
ACCRU-BR-1801,Yes,No,Sponsor
17-00890,Yes,No,Sponsor
2020-01,No,No,Principal Investigator
TransRosaLEE-IPC 2021-075,No,No,Sponsor
UMCC 2021.109,Yes,No,Sponsor
TROIKA,No,No,Sponsor
2000024495,No,No,Sponsor
HMCC-BR22-001,Yes,No,Sponsor
I 1680021,Yes,No,Sponsor
NCC1692,No,No,Sponsor-Investigator
0201263,No,No,Sponsor
19/002,No,No,Sponsor
CIH-TZS-20190912,Yes,No,Sponsor
NCI-2019-06461,Yes,No,Sponsor
HNCH-BC001,No,No,Principal Investigator
S-169,No,No,Principal Investigator
ExtremeHypofractionationBreast,No,No,Principal Investigator
HCI103657,Yes,No,Sponsor
HS627-III,No,No,Sponsor
17782,Yes,No,Sponsor
LQ004,No,No,Principal Investigator
KutahyaMSUcancer,No,No,Principal Investigator
2021-A03166-35,No,No,Sponsor
AAAS9859,No,No,Principal Investigator
249571,No,No,Principal Investigator
2022/050,No,No,Principal Investigator
BR01/01/22,No,No,Sponsor
POLAR-01,Yes,No,Sponsor
UMCC 2020.122,Yes,No,Sponsor
CA048-001,Yes,No,Sponsor
NCI-2022-10810,Yes,No,Sponsor
RG1004302,Yes,No,Sponsor
Pro00100093,Yes,No,Sponsor-Investigator
0201-21,No,Yes,Principal Investigator
CORE,No,No,Sponsor
ENZENO-C-101,Yes,No,Sponsor
19206,Yes,No,Sponsor
NEO-R-IPC 2019-041,No,No,Sponsor
S00748-NIM,No,No,Sponsor
ATENTO19,No,No,Principal Investigator
STUDY00002373,No,Yes,Principal Investigator
SCHBCC-N048,No,No,Principal Investigator
3-2020-0343,No,No,Principal Investigator
KSF2-1707,No,No,Sponsor
UW 19-045,No,No,Principal Investigator
22-074,Yes,No,Sponsor
09.2018.,No,No,Sponsor
lithium and breast cancer,No,No,Principal Investigator
18549,No,No,Sponsor
EGC002,Yes,No,Sponsor
Multimodal Project,No,No,Principal Investigator
201710109,Yes,No,Sponsor
2016-003518-28,No,No,Sponsor
BR01/02/19,No,No,Sponsor
ZLiu,No,No,Principal Investigator
XJLL-KY20212136,No,No,Sponsor
2017-073,Yes,No,Sponsor-Investigator
CMUH107-REC3-102,No,No,Sponsor
THALIA-01,Yes,No,Sponsor
C-MOT,Yes,No,Principal Investigator
BC-P32,No,No,Sponsor
HBO001,Yes,No,Principal Investigator
RG1718047,Yes,No,Sponsor
19-0448,No,No,Principal Investigator
2020-006,No,No,Sponsor
TX05-03,Yes,No,Sponsor
2016/65,No,No,Sponsor
22-490,Yes,No,Sponsor-Investigator
HCRN BRE19-433,Yes,No,Sponsor-Investigator
19P.117,No,No,Sponsor
S2020-09,No,No,Principal Investigator
SYSKY-2022-445-01,No,No,Principal Investigator
CGAprediting,No,No,Sponsor
J17118,Yes,No,Sponsor
EQ132-201,Yes,No,Sponsor
UW21062,No,No,Sponsor
ACT16106,Yes,No,Sponsor
2018/8361/I,No,No,Sponsor
427 BC SDM,No,No,Principal Investigator
20210901-jiangchunling,No,No,Sponsor
CH-BC-086,No,No,Principal Investigator
2023-3181,No,No,Principal Investigator
IRB00154162,Yes,No,Sponsor
2020KT151,Yes,No,Principal Investigator
01,No,No,Principal Investigator
CHUV-DO-0009-CyberImmunoBreast,No,No,Principal Investigator
NCC3222,No,No,Principal Investigator
PEMBRACA,No,No,Sponsor-Investigator
170115,Yes,No,Sponsor
IJB-EBC-Decrescendo-2020,Yes,No,Sponsor
ANG1005-CLN-07,Yes,No,Sponsor
FASCINATE-N,No,No,Principal Investigator
Manual Therapy BCS,No,No,Principal Investigator
KUH5101090,No,No,Principal Investigator
17471,Yes,No,Sponsor
BAIBU-FTR-ED-001,No,No,Principal Investigator
STUDY00018239,Yes,No,Principal Investigator
NCO-21001,No,No,Principal Investigator
16-015,Yes,No,Sponsor-Investigator
2170-29-02/1-2,No,No,Principal Investigator
22-10590-BO,No,No,Sponsor
GBG 97,No,No,Sponsor
DOT-1871-KIE-0120-I,No,No,Sponsor
IIT-2017-MM-BRST-Her2noRT,No,Yes,Sponsor
KaratayUHaticeTEZ,No,No,Sponsor
YBCSG-21-01,No,No,Principal Investigator
4-2017-1108,No,No,Sponsor
UniUrb_21/10.07.2019,No,No,Principal Investigator
Shengjing-LJY02,No,No,Principal Investigator
2016-6346,No,No,Principal Investigator
N19TON,No,No,Sponsor
Soh-Med-23-02-16,No,No,Principal Investigator
SIMR_onc19_IIS_DAndre_Ashwaga,Yes,No,Principal Investigator
PROICM 2018-02 SKY,No,No,Sponsor
GRASPA-TNBC-2018-02,No,No,Sponsor
NCI-2016-01293,Yes,No,Sponsor
BOOG 2021-01 SEQUEL-Breast,No,No,Sponsor
2020-1138,No,No,Principal Investigator
432-17,No,No,Principal Investigator
20170770,Yes,No,Sponsor
GATTUM -1,,,Principal Investigator
YX2021-070(F1),No,No,Principal Investigator
RI-002,No,No,Sponsor
LCI-BRE-MTN-NIR-001,Yes,No,Sponsor
7119-001,Yes,No,Sponsor
1B-16-11,No,No,Sponsor
PRO2,No,No,Sponsor
KTI-21-01,Yes,Yes,Sponsor
CDX-ONC-101,Yes,No,Sponsor
ICL-2022-1,No,No,Sponsor
1070741-1,No,No,Principal Investigator
MO42319,Yes,No,Sponsor
2021-1031,No,No,Sponsor
MCC-19337,Yes,No,Sponsor
18175,Yes,No,Sponsor
4090,No,Yes,Sponsor
2021332GD,No,No,Principal Investigator
18238,Yes,No,Sponsor
21152,Yes,No,Sponsor
BLTN-Ig,No,No,Sponsor
I 62218,Yes,No,Sponsor
Pro00080769,Yes,No,Principal Investigator
E2019316,No,No,Sponsor
22-364,No,No,Sponsor
ISK-N103,No,No,Sponsor
NCI-2019-02752,Yes,No,Sponsor
STao-003,No,No,Principal Investigator
RECHMPL20_0130,No,No,Sponsor
OSU-17122,No,No,Principal Investigator
SKB264-Ⅱ-07,No,No,Sponsor
LonghuaH,No,No,Principal Investigator
OTT 18-01,No,No,Sponsor
ZL-1302-002,No,No,Sponsor
PTC-breastNAT,No,No,Principal Investigator
MCC-21-18633,No,No,Sponsor
Fudan-P1-201701,No,No,Principal Investigator
CBYL719C2005,,,Sponsor
2018-0473,No,No,Sponsor
BCIG,No,No,Principal Investigator
2019-0638,No,No,Sponsor
ZG-2021-002,No,No,Sponsor
NCC1786,No,No,Principal Investigator
NU 19B07,Yes,No,Sponsor
LUT-RD-02-01,Yes,No,Sponsor
Neo-RT,No,No,Sponsor-Investigator
MEDOPP445,No,No,Sponsor
OSU-18174,No,No,Principal Investigator
ICR-CTSU/2017/10065,No,No,Sponsor
VICC BRE 18108,Yes,No,Principal Investigator
RIGAIN,No,No,Principal Investigator
Survey_App,No,No,Principal Investigator
DR210090_SILENCE,No,No,Sponsor
69HCL21_0552,No,No,Sponsor
OSU-21035,No,No,Principal Investigator
19-031,Yes,No,Principal Investigator
20-166,Yes,No,Principal Investigator
INCMNSZ REF 1239,No,No,Sponsor
OSU-20101,No,No,Principal Investigator
UW18063,Yes,No,Sponsor
N201912134,No,No,Sponsor
SAHZhejiangU---Breast,No,No,Sponsor
IRST174.21,No,No,Sponsor
PEAR-TNBC_ Protocol_v2.0,No,No,Sponsor
ML42876,No,No,Sponsor-Investigator
OSU-18201,No,Yes,Principal Investigator
H-1912-010-086,No,No,Sponsor
MHICC-2018-003,No,No,Sponsor
DAN-22220205,Yes,No,Sponsor
UPCC 21118,Yes,No,Sponsor
IRB00049171,No,No,Sponsor
MA-BC-II-002,No,No,Principal Investigator
I 2612022,Yes,No,Sponsor
M21CAR,No,No,Sponsor
IFOM-CPT008/2022/PO007,No,No,Sponsor
RG1122380,Yes,No,Sponsor
4070,No,Yes,Sponsor
RG1003977,No,No,Sponsor
2022-0239,Yes,No,Sponsor
20190812,No,No,Principal Investigator
BabesBolyaiOncovox,No,No,Principal Investigator
CADPT01A12101C,Yes,No,Sponsor
V2011801,Yes,No,Sponsor
R.18.02.33,No,No,Principal Investigator
Exactis-05,No,No,Sponsor
R21052,No,No,Sponsor
MCC-19-14621,No,No,Sponsor
I-19-04120,Yes,No,Sponsor
042001,Yes,No,Principal Investigator
767/29-09-2017,No,No,Principal Investigator
WSG-AM12,No,No,Sponsor
CSIIT-C37,No,No,Sponsor
STUDY00002985,No,No,Principal Investigator
i 67518,No,No,Sponsor
HCI153239,No,No,Sponsor
268-2017,No,No,Principal Investigator
16-304,No,Yes,Principal Investigator
2019-A02374-53,No,No,Sponsor
2022-191,No,No,Principal Investigator
NCI-2017-02320,Yes,No,Sponsor
GIM25-CAPT,No,No,Sponsor
ERC/2018/06/01,No,No,Principal Investigator
ELA-0121,Yes,No,Sponsor
844978,No,No,Principal Investigator
APPI2-PT-2020-AIMSS,No,No,Principal Investigator
EDP1503-101,Yes,No,Sponsor
S2020-300,No,No,Principal Investigator
187519,Yes,No,Sponsor-Investigator
OnerCengiz,No,No,Principal Investigator
PH-CP026,No,No,Sponsor
B1432020000025,No,No,Principal Investigator
IFG-05-2019,Yes,No,Sponsor
CTP-BRST-01,No,No,Sponsor
A221801,No,Yes,Sponsor
50619,No,No,Principal Investigator
2016-0538,Yes,No,Sponsor
2018/455,No,No,Principal Investigator
MC2031,Yes,No,Sponsor
2019-1237,No,No,Sponsor
9988,No,No,Sponsor
TN.32.1.17.SATF,No,No,Sponsor
ACT-MBC,No,Yes,Sponsor
KN026-US-I-001,Yes,No,Sponsor
MC1931,Yes,No,Sponsor
CBTMMUH,No,No,Principal Investigator
20180259-01H,No,No,Sponsor
2017-0502,Yes,No,Sponsor
PHRI.SCHOLAR-2,No,No,Sponsor
OSU-18317,Yes,No,Principal Investigator
e-OTCAT20,No,No,Principal Investigator
23-050,Yes,No,Sponsor
19447,No,No,Sponsor
20G.093,No,No,Sponsor
ANI251_BCS-PI,No,No,Sponsor
NCI-2019-05187,Yes,No,Sponsor
OUMK59829,No,No,Principal Investigator
STUDY00000057,Yes,No,Sponsor
LACOG 0122,No,No,Sponsor
239531,Yes,No,Sponsor
Castle06(BC),No,No,Principal Investigator
STUDY02000934_1,No,No,Principal Investigator
IFG-01-2022,No,No,Sponsor
PI-0171-2020,No,No,Principal Investigator
STU-2019-0529,Yes,No,Principal Investigator
NBC Sur001,No,No,Principal Investigator
RG1718049,No,No,Sponsor
55457122.3.0000.5330,No,No,Sponsor
2020-A02045-34,No,No,Sponsor
ESPvsPECS/AOP,No,No,Principal Investigator
MP-12-2021-2565,No,No,Principal Investigator
S1703,No,No,Sponsor
OSU-19152,No,Yes,Principal Investigator
2018-11-128,No,No,Principal Investigator
OSU-20340,Yes,No,Principal Investigator
PAXMAN,No,Yes,Principal Investigator
MC210303,No,Yes,Principal Investigator
2020-01097,No,No,Principal Investigator
NL80749.058.22 DIRECT 2,No,No,Principal Investigator
NCI-2022-04956,Yes,No,Sponsor
IRB-2022-329,No,No,Principal Investigator
N20ESP,No,No,Sponsor
SMC2018-09-029-003,No,No,Sponsor
UZBRU_VHH1_3,No,No,Sponsor
17753,Yes,No,Principal Investigator
35945/10/22,Yes,No,Principal Investigator
2019-5382,No,No,Sponsor
IRB00105944,Yes,No,Principal Investigator
IRB202201483,No,No,Sponsor
MC18C3,Yes,No,Sponsor
2022-376,No,No,Principal Investigator
2019-1042,No,No,Sponsor
20-002712,Yes,No,Sponsor
Gabapentin RCT,Yes,No,Sponsor
FS-CY1502-Ph1-01,No,No,Sponsor
167514,Yes,No,Principal Investigator
G1T48-01,Yes,No,Sponsor
PH-CP032,No,No,Sponsor
2018-0062,Yes,No,Sponsor
URomLS-2019a,No,No,Principal Investigator
ODO-TE-B201,Yes,No,Sponsor
ReMig,No,No,Sponsor
MAMMoutreach,No,No,Principal Investigator
EVE-CWM-01,,,Principal Investigator
SAFE-FORWARD,No,No,Principal Investigator
20-222,No,No,Principal Investigator
20-001275,Yes,No,Sponsor
2018-8984,No,Yes,Sponsor
OSU-22083,No,No,Principal Investigator
CF22200A,No,No,Sponsor
2018-0550,Yes,No,Sponsor
3543,No,No,Principal Investigator
EstroTEP COMPARE,No,No,Sponsor
230/HĐĐĐ-ĐHYD,No,No,Sponsor
2020-0715,Yes,No,Sponsor
NCI-2019-06088,Yes,No,Sponsor
MA-BC-II-037,No,No,Principal Investigator
A5481152,,,Sponsor
S2007,Yes,No,Sponsor
LCZ696ABM001.001,No,No,Sponsor
2018-0127,Yes,No,Sponsor
19-004024,Yes,No,Sponsor
ANG-002,No,Yes,Sponsor
115300-20-52703,No,No,Principal Investigator
MC1635,Yes,No,Sponsor
IIT2019-21-Basho-TOPAZ,Yes,No,Sponsor-Investigator
81603703,No,No,Sponsor
38RC20.120,No,No,Sponsor
BTCRC BRE15-024,Yes,No,Sponsor-Investigator
2021-375,No,No,Principal Investigator
3474028/2019,No,No,Sponsor-Investigator
2020-0245,Yes,No,Sponsor
18-000427,Yes,No,Sponsor
CASE11119,No,No,Sponsor
ZLYNXM202014,No,No,Principal Investigator
19.07,No,No,Sponsor-Investigator
REaCT-Low Risk HER-2,No,No,Sponsor
D19160,No,No,Principal Investigator
PRO00035701,Yes,No,Principal Investigator
REaCT-CHRONO,No,No,Sponsor
Acu-CIPN,No,No,Principal Investigator
202104085,No,Yes,Sponsor
ZL-MG-BC-001,No,No,Sponsor
P170104J,No,No,Sponsor
Pro00104214,No,No,Sponsor
CLEE011AIT01,No,No,Sponsor
MedOPP150,No,No,Sponsor
ODO-TE-B202,Yes,No,Sponsor
IO Panel,No,No,Sponsor
Study00146761,Yes,No,Sponsor-Investigator
17-546,Yes,No,Sponsor-Investigator
DRACARYS,No,No,Sponsor
PA18-1077,No,No,Sponsor
RIPH2_BREYSSE_ETAPH,No,No,Sponsor
I 60217,No,No,Sponsor
21-001819,Yes,No,Sponsor
ARC-2 (AB928CSP0002),Yes,No,Sponsor
IRB00076577,No,No,Sponsor
RJ-101-RCT-001,Yes,No,Sponsor
KEK 2021-D0051,No,No,Sponsor
SCHBCC-N046,No,No,Principal Investigator
2021-1151-002,No,No,Principal Investigator
Aqua POLO-IPC 2019-028,No,No,Sponsor
OSU-20408,No,No,Principal Investigator
21D.625,No,No,Sponsor
TNBC-NEO,No,No,Principal Investigator
RD19/125787,No,No,Sponsor
13/21,No,No,Principal Investigator
NCI-2017-01960,Yes,No,Sponsor
USB_22 Trial,No,No,Sponsor
YOUNGBC-12,No,No,Principal Investigator
CSIIT-C25,No,No,Principal Investigator
SAKK 95/17,No,No,Sponsor
2018-A01019-46,No,No,Sponsor
Fisioterapia en Linfedema,No,No,Principal Investigator
2019-0752,Yes,No,Sponsor
STUDY00003705,No,No,Principal Investigator
CL 2775,No,No,Principal Investigator
STUDY00003782,Yes,No,Sponsor
X9001194,,,Sponsor
MUST-02-001,No,Yes,Sponsor
UEM Quirón,No,No,Principal Investigator
IB2022-04,No,No,Sponsor
D5336C00001,Yes,No,Sponsor
CE 193/17,No,No,Principal Investigator
IRAS 314460,No,No,Sponsor
UPCC12118,Yes,No,Sponsor
LCCC 1716,No,Yes,Sponsor
YL202-INT-101-01,Yes,No,Sponsor
227/KEPK/IX/2022,No,No,Principal Investigator
OFA,No,No,Principal Investigator
STUDY00021243,Yes,No,Principal Investigator
HNCH-2022KY59,No,No,Sponsor
Prevention of radiodermatitis,No,No,Principal Investigator
EXERT-BC,No,No,Sponsor-Investigator
D3614C00001,Yes,No,Sponsor
AH150202-1,No,No,Sponsor
yifeng,No,No,Principal Investigator
MEC-2021-0829,No,No,Principal Investigator
YOUNGBC-23,No,No,Principal Investigator
D8530C00007,No,No,Sponsor
NEODOC-2021668610-165,No,No,Sponsor
21-194,Yes,No,Sponsor
Exactis-03,No,No,Sponsor
MedOPP100,No,No,Sponsor
SYSU003-2020,No,No,Principal Investigator
MS201922_0010,Yes,No,Sponsor
HR-BLTN-III-MBC-C,Yes,No,Sponsor
ZWI-ZW25-202,Yes,No,Sponsor
MC1892,Yes,Yes,Sponsor
MC1734,Yes,No,Sponsor
UW20058,No,Yes,Sponsor
DokuzEUBanuNihan,No,No,Principal Investigator
202207200MIPB,No,No,Sponsor
2019COIMBRA001,No,No,Sponsor
TADANAC,No,No,Sponsor
00055029,No,No,Sponsor
C4391002,Yes,No,Sponsor
CPH-2022-10-MHS-2,No,No,Sponsor
HCRN BRE17-141,Yes,No,Sponsor-Investigator
YOUNGBC-11,No,No,Principal Investigator
C4891018,No,No,Sponsor
P-2020-246,No,No,Principal Investigator
YOUNGBC-18,No,No,Principal Investigator
SHR-1210-APTN-IIT-TNBC,No,No,Principal Investigator
PF008,No,No,Sponsor
FMUUH-BC-2201,No,No,Principal Investigator
20-153,Yes,No,Sponsor-Investigator
OBU-BC-II-024,No,No,Principal Investigator
328717,No,No,Sponsor
2066383,No,No,Principal Investigator
2021-5644,No,No,Sponsor-Investigator
MC1935,No,No,Sponsor
19F.265,No,No,Sponsor
201901698B0,No,No,Sponsor
2,No,No,Principal Investigator
2018-0477,No,No,Sponsor
MedOPP253,No,No,Sponsor
S-20180117,No,No,Principal Investigator
BZ01/17,No,No,Sponsor
712,No,No,Principal Investigator
RC48-C006,No,No,Sponsor
KGYY-001,No,No,Sponsor
1808852902,Yes,No,Sponsor
UHaiArtBC,No,No,Principal Investigator
16381,No,No,Principal Investigator
NL67059.068.18,No,No,Sponsor
WHUH-BC-001,No,No,Principal Investigator
ALRN-6924-1-05,Yes,No,Sponsor
202301160RINA,No,No,Sponsor
IRB00223131,No,No,Sponsor
202111198,Yes,No,Sponsor
Shengjing-LCG003,No,No,Principal Investigator
AHQU-2022002,No,No,Principal Investigator
IC 2019-04,No,No,Sponsor
STU00201961B,No,No,Principal Investigator
2-107-05-079,No,No,Principal Investigator
2001272738,No,No,Sponsor
2018/781,No,No,Principal Investigator
2012-090-1182,No,No,Principal Investigator
IRB00054587,Yes,No,Sponsor
VSN-18-199,No,No,Principal Investigator
2022YF035-01,No,No,Sponsor
22-544,Yes,No,Sponsor-Investigator
2019-06-027,No,No,Principal Investigator
MRI in response assesment,No,No,Principal Investigator
021-013772,No,No,Sponsor-Investigator
GCO 15-1783,No,No,Principal Investigator
1191/2018,No,No,Principal Investigator
NCI-2017-01119,Yes,No,Sponsor
