ID,title,actual_duration,status,study_type,observational_study_model,target_duration,sampling_method,fda_regulated_drug,fda_regulated_device,enrollment_count
IRB 22-211,Global Cardio Oncology Registry,5.002739726027397,Recruiting,Observational,Cohort,18 Months,Non-Probability Sample,No,No,5000
CONFIDENCE-01,CONFIDENCE Registry,4.054794520547945,Enrolling by invitation,Observational,Other,2 Years,Probability Sample,No,Yes,600
18-00684,Abbreviated Breast MRI (AB-MRI) With Golden-angle Radial Compressed-sensing and Parallel Imaging (GRASP),5.232876712328767,"Active, not recruiting",Observational,Cohort,,Non-Probability Sample,No,No,264
2019(S073),Application of Ultrasound Artificial Intelligence and Elastography in Differential Diagnosis of Breast Nodules,1.084931506849315,Unknown status,Observational,Case-Only,,Non-Probability Sample,No,Yes,2000
OSU-21198,Stakeholder Assessment of Implementing the Commission on Cancer Operative Standards for Cancer Surgery,0.536986301369863,Completed,Observational,Cohort,,Non-Probability Sample,No,No,31
018-781,DWIBS-MRI: An Adjunct to the Traditional Diagnostic Breast Imaging Evaluation,5.005479452054795,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,200
NCC2962,Multi-center Study of Deep Learning AI in Breast Mass,2.052054794520548,Recruiting,Observational,Other,,Probability Sample,No,No,1122
CLINP-001013,Retrospective Data Collection on the Use of Motiva Flora TE in Breast Reconstruction,0.24657534246575347,Not yet recruiting,Observational,Other,,Non-Probability Sample,No,No,120
ICO-2021-05,"Retrospective and Prospective Evaluation of Scapulohumeral Comfort, Aesthetic Result and Quality of Life",3.0027397260273974,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,200
735CLD Rev.04,The ClearCoast™ Magnetic Resonance Outcome PMS Study,3.526027397260274,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,93
CLP-0004,A Retrospective Breast Reconstruction Study,2.5315068493150683,Completed,Observational,Cohort,,Non-Probability Sample,No,No,223
APHP220816,Cognitive Processing Slowness as a Marker of Cognitive Impairment in Non-central Nervous System Cancer Patients,3.0027397260273974,Not yet recruiting,Observational,Cohort,,Non-Probability Sample,No,No,200
GOG-8023,Biomarkers in Blood and Tissue Samples From Patients With Uterine Cancer,,Not yet recruiting,Observational,Cohort,,Non-Probability Sample,,,360
PSG SOMAVAC,Evaluation of SOMAVAC 100 Sustained Vacuum System,1.4986301369863013,Completed,Observational,Case-Only,,Non-Probability Sample,No,Yes,25
FMSU2017-003,Fujifilm Feature Comparison Reader Study to Compare Old vs New Processing,0.38904109589041097,Completed,Observational,Case-Crossover,,Non-Probability Sample,No,Yes,600
PER-19-03,Wide-field Optical Coherence Tomography Imaging of Excised Breast Tissue.,0.9808219178082193,Completed,Observational,Cohort,,Probability Sample,No,Yes,173
ETNA-CRCI,Development and Validation of a Novel Functional Eye-Tracking Software Application for Cancer-related Cognitive Impairment (CRCI),2.813698630136986,Recruiting,Observational,Cohort,,Probability Sample,No,No,230
2019-A00121-56,Analgesia Nociception Index (ANI) After Unilateral Radical Mastectomy as an Evaluation of Paravertebral Block Failure,4.0849315068493155,"Active, not recruiting",Observational,Cohort,26 Months,Non-Probability Sample,No,No,100
2018-9409,Intra-Operative Radiation Registry,6.005479452054795,Recruiting,Observational,Cohort,5 Years,Non-Probability Sample,No,No,250
2020-0980,What Women Want: Real Time Results During Screening Mammography in the Era of Patient-Experience Driven Care,2.7753424657534245,Recruiting,Observational,Case-Only,,Non-Probability Sample,No,No,1000
2019P003607-11,Data Analysis for Drug Repurposing for Effective Alzheimers Medicines (DREAM)- Anastrozole vs Exemestane/Letrozole,0.25205479452054796,"Active, not recruiting",Observational,Cohort,,Non-Probability Sample,Yes,No,16989
19-005445,Determining Molecular Drivers of Radiation Dermatitis,3.0246575342465754,Enrolling by invitation,Observational,Cohort,,Non-Probability Sample,No,No,20
CIRB Ref. No: 2017/3139,Adolescent and Young Adult Cancer Patients: Cognitive Toxicity on Survivorship (ACTS),4.208219178082192,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,236
LCCC1754,UNC Pleural Fluid Registry,32.02191780821918,Recruiting,Observational,Cohort,32 Years,Non-Probability Sample,No,No,9999
Tomosymthesis,Tomosymthesis for Breast Mass Lesion Characterization,2.082191780821918,Not yet recruiting,Observational,Case-Only,,Probability Sample,,,30
BCA-AI,Development of Artificial Intelligence System for Detection and Diagnosis of Breast Lesion Using Mammography,2.082191780821918,Completed,Observational,Cohort,,Probability Sample,No,No,5809
20190701041GH,Antler Plate on Preventing Mammary High-risk Lesions From Malignant Development,5.002739726027397,Recruiting,Observational,Cohort,1 Year,Non-Probability Sample,No,No,6000
CMUH106-REC2-117,Evaluation of the Efficacy of Acupuncture in Chemotherapy Induced Peripheral Neuropathy,2.2904109589041095,Unknown status,Observational,Case-Control,,Probability Sample,No,No,50
2019-06214,Psychological Effects of Implant Loss,5.838356164383562,Recruiting,Observational,Case-Control,,Non-Probability Sample,No,No,150
v24-9-2017,Psyhosomatic Medicine in Oncologic and Cardiac Disease Study,4.684931506849315,Unknown status,Observational,Case-Control,5 Years,Non-Probability Sample,No,No,220
Ageing-NIO,"Examining and Comparing the Temporal Changes and Results of Cosmetic, Quality of Life and Patient Satisfaction Achieved With Immediate and Delayed-immediate Implant-based Breast Reconstruction Procedures and Contralateral Symmetrization Techniques",6.956164383561644,Recruiting,Observational,Cohort,,Probability Sample,No,No,528
DPCVC,Diagnostic Power Comparison Between VOCs and CTCs,1.547945205479452,Unknown status,Observational,Cohort,,Non-Probability Sample,No,No,200
0S-20-6,Health Literacy in Understanding Radiation Therapy Information in Patients Undergoing Definitive Radiation Therapy,3.5013698630136987,Recruiting,Observational,Case-Only,,Non-Probability Sample,No,No,100
SRNSM,"Examining the Cosmetic Results, Quality of Life and Patient Satisfaction Achieved With Skin Reducing Nipple Sparing Mastectomy and Implant Based Breast Reconstruction, and Comparing it to Classic Skin- Sparing Mastectomy and Implant- Based Breast Reconstructive Surgeries",6.967123287671233,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,110
PI-3958,Opioid Free Anaesthesia in Oncologic Gynaecological Surgery: Is There Any Benefit?,1.9945205479452057,Completed,Observational,Case-Control,,Non-Probability Sample,Yes,No,132
06-2020/1,Validation of the Russian and Kazakh Versions of the Beck Depression Inventory and Beck Anxiety Inventory,2.2986301369863016,Completed,Observational,Case-Only,,Non-Probability Sample,No,No,226
4-2019-0834,Surgical and Oncologic Outcomes After Robotic Nipple Sparing Mastectomy and Immediate Reconstruction,2.558904109589041,"Active, not recruiting",Observational,Case-Control,,Non-Probability Sample,No,No,300
P050001 TiLOOP® Bra Pocket,Post Market Clinical Follow Up to Patient Reported Outcome Using a Titanised Polypropylene Mesh (TiLOOP® Bra Pocket),3.66027397260274,"Active, not recruiting",Observational,Cohort,,Non-Probability Sample,No,No,313
1049/2018,Hair-Safe Study: Scalp Cooling for Hair Saving in Women Undergoing Chemotherapy,2.786301369863014,Completed,Observational,Cohort,,Non-Probability Sample,No,Yes,128
2012285106,Dedicated Breast CT for Quantitative Breast Density Measurements in Mexican-origin Women in Southern Arizona,1.2547945205479452,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,100
BREAST HEMATOMA,Vacuum-Assisted Evacuation (VAE) Of Symptomatic and/or Voluminous Breast Haematomas Following Surgeries And Percutaneous Procedures: a Retrospective Analysis,0.2054794520547945,Completed,Observational,Other,,Non-Probability Sample,No,Yes,15
D161100000816006,Ultrasound-based Diagnostic Model for Differentiating Malignant Breast Lesion From Benign Lesion,1.3123287671232877,Completed,Observational,Cohort,,Probability Sample,No,No,1981
226947,SS-INQ Information Needs Questionnaire in Sjögrens Syndrome,2.7753424657534245,Completed,Observational,Other,,Non-Probability Sample,No,No,243
15/LO/1038 BRACELET,Breast: Recovery After Axillary Node Clearance - Evaluating Limbs With E-Technology (the BRACELET Study),3.6904109589041094,Unknown status,Observational,Cohort,,Non-Probability Sample,No,No,75
NCCH1905,Asian Multicenter Prospective Study of ctDNA Sequencing,3.1671232876712327,Recruiting,Observational,Cohort,,Probability Sample,No,No,506
RocuMAST,Effect of Rocuronium on BIS Values,0.23835616438356166,Recruiting,Observational,Cohort,,Probability Sample,No,No,8
1920306,Purpose in Life Survey,2.0849315068493155,Enrolling by invitation,Observational,Cohort,,Non-Probability Sample,No,No,300
2022-01423-01,Optimizing Postoperative Recovery After Breast Reconstruction With Autologous Tissue (BestDIEP),4.668493150684932,Recruiting,Observational,Case-Control,,Non-Probability Sample,No,No,380
Breast 2019,PCR Based CEUS in BI RADS 4A Nodules,2.750684931506849,Unknown status,Observational,Cohort,,Probability Sample,No,No,260
2021-082,DIEP Flap Surgery and Intraabdominal Pressure,0.7698630136986301,Completed,Observational,Case-Only,,Non-Probability Sample,No,No,13
18232,Chemotherapy Induced Peripheral Neuropathy Natural History Study (EPIPHANY),4.747945205479452,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,200
4-2020-0165,Prospective Study of MAstectomy With Reconstruction Including Robot Endoscopic Surgery,10.002739726027396,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,2000
IRB#56402,Investigating the Diagnostic Potential of Tear Proteins in Cancer - A Pilot Study,2.2684931506849315,Enrolling by invitation,Observational,Cohort,,Non-Probability Sample,No,No,500
APHP210583,Personalized Estimation of Doses Delivered During Image Guided Radiation Therapy Tests,2.0000000000000004,Not yet recruiting,Observational,Cohort,,Probability Sample,No,No,320
2019/629,Breast Density Measurements in Digital Mammography and Breast Tomosynthesis Systems of Different Pixel Size,0.8356164383561644,Unknown status,Observational,Cohort,,Non-Probability Sample,No,Yes,300
RB-vs-RG-BCS,"Comparison of the Cosmetic Results, Quality of Life and Patient Satisfaction Achieved With Round-block and Retroglandular Oncoplastic Breast Conserving Surgeries",6.967123287671233,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,242
RIPH3-RNI18/NEUROTAX,Involvement of SK3 Calcium Channel in Taxane Neuropathy,1.347945205479452,Completed,Observational,Cohort,,Probability Sample,No,No,97
2021-PrMa-RWiberg,"Prophylactic Mastectomy: Prospective Evaluation of the Correlation Between Skin Flap Thickness, Residual Glandular Tissue and Skin Necrosis by Imaging and Clinical Examination",5.353424657534247,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,45
69HCL20_0346,Impact of the COVID-19 Pandemic in Gynecological Oncology,0.5698630136986301,Completed,Observational,Case-Control,,Non-Probability Sample,No,No,205
TJ-IRB20211129,68Ga-HER2 Affibody PET/CT Imaging for HER2-Positive Cancer Patients,4.035616438356165,Recruiting,Observational,Other,2 Years,Non-Probability Sample,No,No,100
69HCL19_0731,"Identify the Obstacles to Early Diagnosis of Cancer in Patients Over 75 Years Old, on an Outpatient Basis",0.40273972602739727,Completed,Observational,Cohort,,Non-Probability Sample,No,No,16
EAQ161CD,Assessment of Current Biomarker Testing Practices for Common Solid Cancers in Precision Oncology in the Community Setting,4.898630136986301,"Active, not recruiting",Observational,Ecologic or Community,,Non-Probability Sample,,,201
G-5097-2019,Evaluation of Postoperative Nausea and Vomiting Incidence in Patients With Mastectomy Surgery According to Apfel Risk Scoring System,0.24931506849315072,Completed,Observational,Case-Only,,Non-Probability Sample,No,No,57
NIMAO/2016/PC-01,Kinetics of Perioperative Circulating DNA in Cancer Surgery,0.8027397260273973,Completed,Observational,Case-Only,,Non-Probability Sample,No,No,30
IIT-2021-CANINE,To Assess Immunogenicity of Coronavirus Disease 2019 (COVID-19) Vaccine in Cancer Patients Receiving Cancer Treatment,4.093150684931508,"Active, not recruiting",Observational,Case-Only,,Probability Sample,No,No,500
2018P000084,Evaluation of ADM Soft Tissue Reinforcement,2.0000000000000004,Unknown status,Observational,Cohort,,Non-Probability Sample,No,Yes,152
NIP IT!,Non-Invasive Artificial Intelligence-Based Platform MonIToring Program (NIP IT!),3.868493150684932,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,500
PRO 1676,A Digimed Oncology PharmacoTherapy Registry,2.484931506849315,Unknown status,Observational,Other,,Probability Sample,No,No,500
69HCL17_0642,Tumoral Bone Strength Assessment by Numerical Simulation Using Quantitative CT : the MEKANOS Study,2.8438356164383563,Recruiting,Observational,Case-Only,,Non-Probability Sample,No,No,220
PVMEDCT202201,Efficacy and Safety of AI-assisted Radiotherapy Contouring Software for Thoracic Organs at Risk,0.7479452054794521,Recruiting,Observational,Cohort,,Probability Sample,No,No,500
SAHZhejiangU 123,Added Value of Contrast-enhanced Ultrasound for BI RADS 4A Nodules,3.0,Unknown status,Observational,Cohort,,Non-Probability Sample,No,No,500
CCR5653,Accelerated Body Diffusion-Weighted MRI Using Artificial Intelligence,2.9068493150684933,Enrolling by invitation,Observational,Cohort,,Non-Probability Sample,No,No,450
1190532,Chilean Maternal & Infant Cohort Study II (CHiMINCs-II),3.9150684931506854,"Active, not recruiting",Observational,Cohort,,Probability Sample,No,No,1927
2017-02028,Efficacy of the Consilium Smartphone App for Detecting Symptoms and Treatment Side Effects in Cancer Patients,2.6027397260273974,Terminated,Observational,Cohort,,Probability Sample,No,No,224
JS001-PMS-CO1,Intensive Medicines Monitoring Study of Toripalimab Monoclonal Injection (Tuoyi) .,3.3863013698630136,Not yet recruiting,Observational,Other,,Non-Probability Sample,No,No,800
Pro00037562,Apple Womens Health Study,9.972602739726028,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,500000
829785,Effect of PARP Inhibitors on Glomerular Filtration Rate,1.4082191780821918,Terminated,Observational,Cohort,,Non-Probability Sample,No,No,2
IRB 20-488,CASE 1320: RAI Uptake and Serum Prolactin in Thyroid Cancer,3.0493150684931507,"Active, not recruiting",Observational,Cohort,,Non-Probability Sample,No,No,39
20,Early Detection of Heart Problems in Cancer Patients Receiving Chemotherapy,0.24109589041095894,Withdrawn,Observational,Case-Only,,Non-Probability Sample,No,No,0
209514,Pilot Study of Pancreatic Cancer Screening,10.035616438356165,Recruiting,Observational,Cohort,,Probability Sample,No,No,250
Klotho _ LRP-6 _ GC,Klotho _ LRP-6 _ Gastric Adenocarcinoma,1.0027397260273974,Not yet recruiting,Observational,Cohort,,Non-Probability Sample,No,No,45
20/PR/0222,Precision Medicine for Liver Tumours With Quantitative Magnetic Resonance Imaging and Whole Genome Sequencing,2.4493150684931506,"Active, not recruiting",Observational,Cohort,,Probability Sample,No,No,200
GOUDET 2018,Study and Monitoring of Multiple Endocrine Neoplasia Type 1,10.583561643835617,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,1600
FF-2018-084,Does Pecs II Block Reduce the Incidence of Post Mastectomy Pain Syndrome (PMPS)? A Cross Sectional Study,0.9616438356164385,Completed,Observational,Cohort,2 Years,Probability Sample,No,No,288
2018-03,SENTINEL LYMPH NODE BIOPSY AFTER NEOADJUVANT CHEMOTHERAPY,5.002739726027397,Unknown status,Observational,Case-Control,,Probability Sample,No,No,500
P2101,The AUS-PREDICT Registry for DCIS Patients With DCISionRT Testing,12.838356164383562,Recruiting,Observational,Cohort,10 Years,Non-Probability Sample,No,Yes,1500
201903142,Circulating Tumor DNA (ctDNA) for Early Treatment Response Assessment of Solid Tumors,6.597260273972603,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,3362
2019-02Obs-CHRMT,Psychological Determinants of the Therapeutic Observance of Osteoporotic Patients,2.627397260273973,Completed,Observational,Cohort,,Non-Probability Sample,No,No,152
22/006-P,Palliative Care Costs for Outpatient Setting Management in Catalunya,1.0000000000000002,Not yet recruiting,Observational,Other,1 Month,Non-Probability Sample,No,No,100
2021-04840,Lymphedema After Urologic Surgery,7.808219178082193,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,400
Niraparib-5001,A Study for Post-Marketing Surveillance of Niraparib in the Treatment of Adult Participants for Approved Indications in South Korea,4.715068493150685,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,600
LINDA,Study To Evaluate The Sensitivity Of The Linda Thermal Device,1.4191780821917808,Recruiting,Observational,Cohort,,Probability Sample,No,No,500
B3271007,Safety and Efficacy of Trastuzumab BS,2.024657534246576,Not yet recruiting,Observational,Case-Only,,Probability Sample,Yes,No,150
Soh-Med-22-09-01,Ultrasonography Screening for Breast Lesions During Pregnancy and Lactation,1.5835616438356164,Not yet recruiting,Observational,Case-Only,,Probability Sample,No,No,50
OCOG-2021-ELISA,Prospective Evaluation of Breast-Conserving Surgery Alone in Low-Risk Ductal Carcinoma in Situ (DCIS),12.526027397260274,Recruiting,Observational,Cohort,,Probability Sample,No,No,526
CHIRCOLREC-IPC 2018-017,Prospective Database for Colonic or Rectal Resection Surgery Patients,50.78630136986301,Not yet recruiting,Observational,Cohort,,Non-Probability Sample,No,No,1000
49/20 b,Breast Reconstruction in Previously Irradiated Breast,0.6383561643835617,Completed,Observational,Case-Control,,Probability Sample,No,No,2150
ROR2103,"Evaluating Patient Reported Outcomes in Radiation Therapy, The PRO-RT Study",1.83013698630137,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,150
KY-2021-012,A Real-World Study of Pyrotinib Maleate in the Treatment of Advanced/Metastatic Non-Small Cell Lung Cancer With Rare Mutations in HER2,2.506849315068493,Not yet recruiting,Observational,Other,1 Year,Non-Probability Sample,No,No,15
49/20,Adjuvant Radiotherapys Effect on One and Two Stages Prosthetic Breast Reconstruction and on Autologous Reconstruction,0.6383561643835617,Completed,Observational,Case-Control,,Probability Sample,No,No,3200
Pro00054854,The Gut Microbiome and Immune Checkpoint Inhibitor Therapy in Solid Tumors,6.816438356164384,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,800
034-2020,Radiomic Analysis for Predicting Treatment Response and Clinical Outcomes in Malignancies,5.0,"Active, not recruiting",Observational,Cohort,,Non-Probability Sample,No,No,1200
38RC17.291,EssaiClinique_CBSM,1.4191780821917808,Terminated,Observational,Case-Control,,Non-Probability Sample,No,No,25
228-17-EP,Chemotherapy-Related Changes in Neurocognitive Function and Symptoms in Colorectal Cancer Patients: A Pilot Study,2.8438356164383563,Completed,Observational,Cohort,,Non-Probability Sample,No,No,40
2019-8890,Clinical Evaluation of CEM-guided Biopsy,1.997260273972603,Completed,Observational,Case-Only,,Non-Probability Sample,No,Yes,66
2021-KY-073,The Efficacy of Hyperthermic Intraperitoneal Chemotherapy to Ovarian Cancer Patients With Homologous Recombination Repair Defect and Residual: a Prospective Cohort Study,2.9972602739726026,Recruiting,Observational,Cohort,,Probability Sample,No,No,310
EXGEFATU,"Diagnostic Value of Exome/ Genome Sequencing, Conventional Methods in Rare Diseases and Familial Tumor Syndromes",2.6164383561643834,Recruiting,Observational,Cohort,,Probability Sample,No,No,12000
FESPET,FESPET Study: Female EStrogen recePtor in Endometrial Cancer Treatment,1.9178082191780825,Unknown status,Observational,Case-Only,,Non-Probability Sample,No,No,40
ILYAD1_2019,Initiative in LYon for Lung cAncer Screening Development - Prevalence Study,0.2054794520547945,Completed,Observational,Ecologic or Community,,Non-Probability Sample,No,No,4595
919/2020/Oss/IOR,"Dietary Habits, Metabolome, Immune Profile and Microbiota in Patients With Bone Sarcoma",3.8136986301369866,Recruiting,Observational,Case-Control,4 Years,Non-Probability Sample,No,No,810
BARBEN 2020,Impact of Age and Geriatric Co-morbidities on Lymphocyte Phenotype in Patients 70 Years of Age and Older,0.0,Withdrawn,Observational,Cohort,,Non-Probability Sample,No,No,0
Soh-Med-22-09-16,Role of IMP3 Expression in Colorectal Carcinoma: An Immunohistochemical Study,0.6657534246575343,Recruiting,Observational,Other,5 Months,Non-Probability Sample,,,60
Shengjing-LJY05,The Effect of Gravity on the Occurrence of Lactational Mastitis,2.082191780821918,Recruiting,Observational,Cohort,,Probability Sample,No,No,2000
PREDICT,The PREDICT Study: Prospective Early Detection In a Population at High-risk for Common Malignant Tumor,3.180821917808219,"Active, not recruiting",Observational,Case-Only,,Non-Probability Sample,No,No,757
CHU-426,Evaluation by Oncologists of Strategies for the Prevention and Treatment of Chemotherapy-induced Peripheral Neuropathies,0.1863013698630137,Completed,Observational,Cohort,,Non-Probability Sample,No,No,216
IRAS307166,How Does Skin Tone Affect Quantitative Photoacoustic Imaging,1.0383561643835617,Not yet recruiting,Observational,Cohort,,Non-Probability Sample,No,No,42
2019P001434-2,Examining Validity and Reliability of the Shared Decision Making Process Survey in Adults With Depression,0.6712328767123288,Completed,Observational,Other,,Non-Probability Sample,No,No,494
999916161,The Role of Emotions and Regulatory Focus in Decision Making That Involves Risk Tradeoffs,0.03287671232876713,Withdrawn,Observational,Other,,Non-Probability Sample,,,0
1000-1,Womens Assessed Cardiovascular Evaluation With MCG,1.7643835616438357,Completed,Observational,Cohort,,Non-Probability Sample,No,Yes,32
R-17-360,Detecting Radiation-Induced Cardiac Toxicity After Non-Small Cell Lung Cancer Radiotherapy,2.136986301369863,Unknown status,Observational,Cohort,,Non-Probability Sample,No,No,20
BIC4VMR,Breakthrough Improvement Collaborative for Ventral Mesh Rectopexy,2.0027397260273974,Not yet recruiting,Observational,Other,,Non-Probability Sample,No,No,320
19CX5601,PROState Pathway Embedded Comparative Trial,1.9780821917808222,Completed,Observational,Other,,Probability Sample,No,No,139
APHP180576,18FFDG PET/CT for Early Evaluation of Chemotherapy Efficacy in Metastatic Colic Adenocarcinoma,5.002739726027397,Not yet recruiting,Observational,Cohort,,Non-Probability Sample,No,No,222
IEO 1740,68Ga-DOTATOC Radio-Guided Surgery With β-Probe in GEP-NET,1.0000000000000002,Recruiting,Observational,Other,,Probability Sample,No,No,20
Soh-Med-22-03-01,IMP3 and PCNA Expression in Laryngeal Squamous Cell Carcinoma in Sohag Governorate,1.0000000000000002,Recruiting,Observational,Other,,Non-Probability Sample,No,No,70
ShuangHoH,Smart Home Care of Cloud Base ECG on the Cardiotoxicity Prevention on the Cancer Patients.,1.997260273972603,Not yet recruiting,Observational,Cohort,,Non-Probability Sample,No,No,400
CMUH109-REC2-101,Evaluation of the Efficacy of Chinese Herbal Medicine in Patients With Obesity,1.0000000000000002,Unknown status,Observational,Cohort,,Probability Sample,No,No,500
RNI 2021 LEBRETON 3 (EVIGE),Evaluation of the Inter-center Variability of the Measurement of Thrombin Generation by the ST Genesia System,1.3150684931506849,Recruiting,Observational,Case-Control,,Probability Sample,No,No,65
1648/2019,"Glucocorticoids, Immunotherapy and Radiosurgery for Brain Metastases",3.9178082191780828,Recruiting,Observational,Cohort,6 Months,Non-Probability Sample,No,No,200
22072,A Study Called GUS to Understand How Much of the Contrast Agent Gadavist is Used and How Much is Wasted in Two Different Containers (Single-dose Vials and Imaging Bulk Packages ) in a Real-world Setting,0.47945205479452063,"Active, not recruiting",Observational,Cohort,,Non-Probability Sample,No,No,2400
HKG-KZ-PRAD-103,"Detection of Prostate Cancer With Non-invasive Method Based on DNA Methylation of Circulated Tumor DNA, PBMC",3.504109589041096,Withdrawn,Observational,Case-Control,,Probability Sample,No,No,0
PET/CT in malignancy,Validity of Mediastinal Blood Pool SUV Ratio,1.5808219178082192,Not yet recruiting,Observational,Cohort,,Probability Sample,No,Yes,55
AssiutNT,Risk Assessment of Endometrial Hyperplasia and Endometrial Cancer,2.8328767123287673,Recruiting,Observational,Case-Only,,Probability Sample,No,No,328
HKG-Bng-HCC-100,HCC Screening Using DNA Methylation Changes in ctDNA,2.202739726027397,Completed,Observational,Case-Control,,Non-Probability Sample,No,No,403
IX-2021-DS-LEARN,LEARN: Learning Environment for Artificial Intelligence in Radiotherapy New Technology,3.0027397260273974,Not yet recruiting,Observational,Cohort,,Non-Probability Sample,No,No,300
Pro00101102,Cancer Treatment Decision-making in the HIV Population: an Observational Study of Physician-patient Interactions,0.8082191780821918,Terminated,Observational,Cohort,,Non-Probability Sample,No,No,14
NL66650.041.18,The MOMENTUM Study: The Multiple Outcome Evaluation of Radiation Therapy Using the MR-Linac Study,5.002739726027397,Recruiting,Observational,Cohort,2 Years,Non-Probability Sample,No,Yes,6000
HALO Dx 001,Phase I Human Analytics (HALO) Study,14.96986301369863,Recruiting,Observational,Cohort,,Non-Probability Sample,No,Yes,2000
SYSU_AI01,Diagnosis Predictive Modle for Dense Density Breast Tissue Based on Radiomics,0.0,Unknown status,Observational,Cohort,2 Years,Non-Probability Sample,No,No,1000
B2017-113R,Tumor Landscape Pathological Diagnosis by Large Tissue Sections,3.495890410958904,Unknown status,Observational,Case-Control,3 Years,Non-Probability Sample,No,No,2000
STU-2019-0522,Prospective Registry Trial for Single Port Robot-assisted Nipple Sparing Mastectomy (SPrNSM),1.6465753424657534,Completed,Observational,Cohort,,Probability Sample,,,10
PJ-KS-KY-2019-134,The Clinical Study of Modern Therapies on Flora in Body Fluids and Blood of Malignant Tumor Patients,2.8958904109589043,Unknown status,Observational,Cohort,,Probability Sample,No,No,500
DMT-2019.002,Delphinus SoftVue™ ROC Reader Study (DMT SV RRS3),0.06575342465753425,Completed,Observational,Case-Control,,Probability Sample,No,Yes,32
DMT-2019.001,Delphinus SoftVue™ ROC Reader Study,0.06575342465753425,Completed,Observational,Case-Control,,Probability Sample,No,Yes,32
AD10,KCNA3 and OTOP2 Gene Methylation Combined Detection Kit (Fluorescent PCR Method),0.915068493150685,Not yet recruiting,Observational,Case-Control,1 Month,Probability Sample,No,No,1000
CASE7Y16,A Pilot Study of [Ga-68]PSMA PET/MRI for the Assessment of PSMA-positive Tumors,1.6164383561643836,Completed,Observational,Cohort,,Probability Sample,No,Yes,8
LOCAL/2020/DR-01,18F-DOPA-PET in Non-tumoral and Tumoral Brain Lesions,0.16164383561643836,Completed,Observational,Cohort,,Probability Sample,No,No,74
PJ-KS-KY-2019-135,"Clinical Study on Raman Spectra of Blood, Saliva and Urine in Patients With Cancer Treated by Modern Therapy",2.0027397260273974,Unknown status,Observational,Cohort,,Non-Probability Sample,No,No,1000
D0817R00010,OLAP (OLAparib Regulatory Post-marketing Surveillance),3.9150684931506854,Recruiting,Observational,Cohort,,Non-Probability Sample,,,650
201610,Predicting Chronic Pain Following Breast Surgery,2.452054794520548,Recruiting,Observational,Case-Control,,Non-Probability Sample,No,No,500
PREDAPT,A Multicenter Cancer Biospecimen Collection Study,6.994520547945205,Recruiting,Observational,Case-Only,,Probability Sample,No,No,1650
HH-PRT-0001,Development and Validation of Harbinger Health Test for Early Cancer Detection,3.0356164383561643,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,10000
AD07,GNB4 and Riplet Gene Methylation Combined Detection Kit (Fluorescence PCR Method),0.915068493150685,Not yet recruiting,Observational,Case-Control,1 Month,Probability Sample,No,No,1000
123glioma,Correlation Between SPECT/CT and IDH Mutation in Brain Glioma,1.082191780821918,Not yet recruiting,Observational,Cohort,,Non-Probability Sample,No,No,40
NCH04-2020,"Glutamate Excitotoxicity in Brain Metastases From Lung, Breast and Melanoma Treated With Stereotactic Radiosurgery",3.5013698630136987,Recruiting,Observational,Case-Control,,Non-Probability Sample,No,No,100
BakircayU/D208,Chemotherapy-induced Peripheral Neuropathy (CIPN) on Motor and Sensory Function,1.1917808219178083,Completed,Observational,Cohort,,Non-Probability Sample,No,No,72
D0818R00008,A Study to Characterize the Outcomes of Olaparib Maintenance Monotherapy in Newly Diagnosed BRCAwt Ovarian Cancer,0.20273972602739726,Not yet recruiting,Observational,Cohort,,Non-Probability Sample,No,No,150
2000028592,Congenital Uterine Anomalies: Identifying Cancer Associations and Genetic and Environmental Factors to Improve Clinical Care,3.632876712328767,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,300
PREFER,PRospective rEgistry OF Advanced Stage cancER (PREFER) Patients to Assess Prevalence of Actionable Biomarkers and Driver Mutations to Address Disparities in Precision Medicine,1.9506849315068495,Recruiting,Observational,Cohort,2 Years,Probability Sample,,,2500
M18HAR,Health After eaRly Menopause Due to Oophorectomy,2.8904109589041096,Unknown status,Observational,Cohort,,Non-Probability Sample,No,No,750
8259,PostmenopausAL heaLth And DIseAse (PALLADIA) Study,4.252054794520548,Recruiting,Observational,Cohort,,Probability Sample,,No,4000
