ID,Title,Start_Date,Completion_Date,Actual_Duration,Status,Study_Type
09.2018.466,Reliability of Subcutaneous Echogenicity (SEG) Grade and Subcutaneous Echo-free Space (SEFS) Grade,2018-07-01,2018-08-13,43 days,Completed,Observational
0752-20-HMO,Anti-NY-ESO-1 TCR-Gene Engineered Lymphocytes Given by Infusion to Patients With NY-ESO-1 -Expressing Metastatic Cancers,2022-04-01,2027-12-30,2099 days,Recruiting,Interventional
OCEL-01,A Study to Evaluate the Safety and Pharmacokinetics of OC-001 in Patients With Locally Advanced or Metastatic Cancers,2020-10-06,2022-11-01,756 days,Recruiting,Interventional
ILBS-VASMPCa-103,Effectiveness of Video Assisted Self Management Program on Chemotherapy Related Side Effects .,2021-11-01,2021-12-05,34 days,Completed,Interventional
NuTide:303,NUC-3373 in Combination With Other Agents in Patients With Advanced Solid Tumours,2023-02-01,2025-01-01,700 days,Not yet recruiting,Interventional
IC 2020-11_ALCINA4,Analysis of Circulating Tumor mArkers in Blood 4 - ALCINA 4,2022-05-27,2027-11-30,2013 days,Recruiting,Interventional
AMT-151-01,AMT-151 in Patients With Selected Advanced Solid Tumours,2023-01-25,2024-10-30,644 days,Recruiting,Interventional
MDNA11-01,A Beta-only IL-2 ImmunoTherapY (ABILITY) Study,2021-08-27,2024-12-30,1221 days,Recruiting,Interventional
SGNTGT-001,A Safety Study of SEA-TGT (SGN-TGT) in Advanced Cancer,2020-05-29,2025-04-30,1797 days,Recruiting,Interventional
PT199X1101,Dose Escalation/Expansion Study of PT199 (an Anti-CD73 mAb) Administered Alone and in Combination With a PD-1 Inhibitor,2022-06-23,2024-01-01,557 days,Recruiting,Interventional
GB1275-1101 (KEYNOTE-A36),GB1275 Monotherapy and in Combination With an Anti-PD1 Antibody in Patients With Specified Advanced Solid Tumors or in Combination With Standard of Care in Patients With Metastatic Pancreatic Adenocarcinoma,2019-08-13,2022-04-11,972 days,Terminated,Interventional
IB2022-02,Cancer Risk Assessment in Patients With a Constitutional Alteration of the PTEN Gene,2023-02-07,2048-01-01,9094 days,Recruiting,Observational
INCAGN 2385-101,A Safety and Tolerability Study of INCAGN02385 in Select Advanced Malignancies,2018-06-18,2020-10-07,842 days,Completed,Interventional
IB 2017-01,A Phase I/II Study of Regorafenib Plus Avelumab in Solid Tumors,2018-05-04,2025-12-31,2798 days,Recruiting,Interventional
INCAGN 2390-101,A Safety and Tolerability Study of INCAGN02390 in Select Advanced Malignancies,2018-09-24,2021-08-18,1059 days,Completed,Interventional
NU04,.Exercise and Follow-up After a Mastectomy,2018-01-01,2018-07-30,210 days,Completed,Interventional
STUDY00001436,Enhance the Use of Genetic Counseling and Testing in Latinas,2020-02-24,2022-01-31,707 days,Completed,Interventional
20430,HOPE-Genomics Intervention for the Improvement of Cancer Patient Knowledge of Genomics,2021-12-30,2024-12-31,1097 days,Recruiting,Interventional
STUDY00015588,Serial Measurements of Molecular and Architectural Responses to Therapy (SMMART) PRIME Trial,2020-04-01,2026-02-27,2158 days,Recruiting,Interventional
IRB00092505,Comparing Single vs Multiple Dose Radiation for Cancer Patients With Brain Metastasis and Receiving Immunotherapy,2023-05-01,2028-03-01,1766 days,Not yet recruiting,Interventional
NX-1607-101,A Study of NX-1607 in Adults With Advanced Malignancies,2021-09-29,2025-02-28,1248 days,Recruiting,Interventional
GLP-CDK-1009,Evaluation of GLR2007 for Advanced Solid Tumors,2020-07-15,2022-07-29,744 days,Completed,Interventional
0S-17-4,"Nutritional Preferences and Product Accessibility in Oral Nutritional Supplements in Participants With Breast, Colorectal, Upper Gastrointestinal, or Prostate Cancer",2018-08-30,2020-09-24,756 days,Withdrawn,Observational
Teleclub_cam,Telerehabilitation in Oncology Patients,2020-07-01,2020-12-01,153 days,Unknown status,Interventional
AS-IRB-BM-17056,Taiwan Cancer Moonshot Project,2022-02-21,2035-12-31,5061 days,Recruiting,Observational
HZDH20-002,Study of Paclitaxel Micelles for Injection in Chinese Patients With Advanced Solid Tumors.,2021-03-04,2023-03-01,727 days,Recruiting,Interventional
Pro00100029,Calming Alternatives Learned During MRI-Guided Breast Biopsy,2018-10-16,2019-06-20,247 days,Completed,Interventional
2022-0712,Feasibility Study: IGNITE-TX (Identifying Texans at Risk for Hereditary Cancer) Intervention,2023-04-14,2027-10-31,1661 days,Recruiting,Interventional
2018-0439,Genetic Education in BRCA Families,2020-05-01,2024-06-30,1521 days,Enrolling by invitation,Interventional
CR109080,A Study of Lazertinib (JNJ-73841937) in Healthy Participants,2021-09-17,2022-02-10,146 days,Completed,Interventional
GIMI-IRB-20004,4SCAR-CD44v6 T Cell Therapy Targeting Cancer,2020-06-01,2023-12-31,1308 days,Recruiting,Interventional
2020-0079-E,Evaluation of the Effectiveness and Implementation of the BETTER Women Peer Health Coaching Program,2021-06-14,2024-04-01,1022 days,Recruiting,Interventional
2020-3,Experiment on the Use of Innovative Computer Vision Technologies for Analysis of Medical Images in the Moscow Healthcare System,2020-02-21,2024-01-01,1410 days,Recruiting,Observational
EOC317X1101,Study of EOC317 in Chinese Patients With Advanced Solid Tumors,2018-05-29,2020-11-29,915 days,Unknown status,Interventional
IRB00056774,Assessing Effectiveness and Implementation of an EHR Tool to Assess Heart Health Among Survivors,2020-10-01,2024-03-07,1253 days,"Active, not recruiting",Interventional
EAQ202,Improving Adolescent and Young Adult Self-Reported Data in ECOG-ACRIN Trials,2021-10-28,2025-01-25,1185 days,Recruiting,Interventional
SYNERGY-AI,SYNERGY-AI: Artificial Intelligence Based Precision Oncology Clinical Trial Matching and Registry,2018-01-01,2025-06-01,2708 days,Recruiting,Observational
V937-013,A Study of Gebasaxturev (V937) in Combination With Pembrolizumab (MK-3475) in Participants With Advanced/Metastatic Solid Tumors (V937-013),2020-10-28,2023-07-31,1006 days,"Active, not recruiting",Interventional
10000045,"T Cell Receptor Gene Therapy Targeting KK-LC-1 for Gastric, Breast, Cervical, Lung and Other KK-LC-1 Positive Epithelial Cancers",2022-03-08,2026-04-05,1489 days,Recruiting,Interventional
19-006717,Cancer Genetic Testing in Ethnic Populations,2019-12-13,2023-10-15,1402 days,Recruiting,Interventional
ATLAS-101,A Trial of AMXI-5001 for Treatment in Patients With Advanced Malignancies,2020-08-12,2023-01-01,872 days,Recruiting,Interventional
19-151,Personalized Disease Prevention,2022-08-05,2025-06-30,1060 days,Recruiting,Interventional
21-00715,Optimizing the Use of Ketamine to Reduce Chronic Postsurgical Pain,2022-01-04,2025-10-01,1366 days,Recruiting,Interventional
TAC01-HER2-03,TAC T-cells for the Treatment of HER2-positive Solid Tumors,2021-04-19,2025-02-01,1384 days,Recruiting,Interventional
UW17009,Pilot Trial of Chemohormonal Therapy Followed by Prostatectomy in High Risk Prostate Cancer,2018-01-17,2022-09-02,1689 days,Completed,Interventional
UMCC 2021.076,Methods for Increasing Genetic Testing Uptake in Michigan,2022-04-21,2027-03-01,1775 days,Recruiting,Interventional
H19-04010,Investigating the Effects of Atezolizumab in People Whose Tumour DNA or RNA Indicates Possible Sensitivity,2020-06-17,2024-10-01,1567 days,Recruiting,Interventional
F/N-R19-3893L,Effect of Hemp-CBD on Patients With CIPN,2020-05-27,2023-04-01,1039 days,"Active, not recruiting",Interventional
CRUKD/21/005,TT-702 in Patients With Advanced Solid Tumours.,2022-01-19,2025-09-01,1321 days,Recruiting,Interventional
Adela-EDMRD-001,cfDNA Assay Prospective Observational Validation for Early Cancer Detection and Minimal Residual Disease,2022-05-03,2026-12-01,1673 days,Recruiting,Observational
YXLL-KY-2022(057),Effect of Precise Grip Strength Training on PICC Catheter-Related Thrombosis in Cancer Patients,2022-07-10,2023-01-10,184 days,Completed,Interventional
ISI dV Xi-NSM,Robotic-Assisted da Vinci Xi Prophylactic Nipple-Sparing Mastectomy,2021-03-26,2028-12-30,2836 days,Recruiting,Interventional
16712,A Study of Prexasertib (LY2606368) in Platinum-Resistant or Refractory Recurrent Ovarian Cancer,2018-04-10,2020-10-03,907 days,Completed,Interventional
HREBA.CC-20-0098,EXCEL: Exercise for Cancer to Enhance Living Well,2020-09-02,2027-12-31,2676 days,Recruiting,Interventional
IPO/PI134,Impact of Group Psychological Interventions on Extracellular Vesicles in People Who Had Cancer,2021-09-01,2021-09-01,0 days,Unknown status,Interventional
IMM2520-001,"IMM2520, a PD-L1 and CD47 Bispecific Antibody in Patients With Advanced Solid Tumors",2023-03-23,2025-10-26,948 days,Not yet recruiting,Interventional
Cancer Genetic Counseling.PSI,Assessment Psychological Distress for Cancer Heredity Test,2018-10-01,2021-12-31,1187 days,Unknown status,Observational
OM-GRPR-02,Safety and Tolerability of ²¹²Pb-DOTAM-GRPR1 ²¹²Pb-DOTAM-GRPR1 in Adult Subjects With Recurrent or Metastatic GRPR-expressing Tumors,2022-12-22,2025-01-01,741 days,Recruiting,Interventional
17493,A Study of Oral LOXO-292 (Selpercatinib) in Pediatric Participants With Advanced Solid or Primary Central Nervous System (CNS) Tumors,2019-06-13,2024-08-24,1899 days,Recruiting,Interventional
LOXO-IDH-20002,Study of LY3410738 Administered to Patients With Advanced Solid Tumors With IDH1 or IDH2 Mutations,2020-10-16,2023-05-01,927 days,"Active, not recruiting",Interventional
1623168,Healthy Moms: Prenatal Counseling for Postpartum Health,2021-02-01,2023-06-15,864 days,"Active, not recruiting",Interventional
11190071,Multimodal Assesment of Acute Cardiac Toxicity Induced by Thoracic Radiotherapy in Cancer Patients,2020-01-09,2023-10-31,1391 days,"Active, not recruiting",Observational
PACT-0101,A Study of Gene Edited Autologous Neoantigen Targeted TCR T Cells With or Without Anti-PD-1 in Patients With Solid Tumors,2019-07-03,2022-08-12,1136 days,Suspended,Interventional
PROICM 2021-05 SER,Quantifying Systemic Immunosuppression to Personalize Cancer Therapy,2022-07-07,2024-03-01,603 days,Withdrawn,Interventional
IRB-300002068,Adapting Multiple Behavior Interventions That Effectively Improve Cancer Survivor Health Cancer Survivor Health,2020-03-04,2024-08-31,1641 days,Recruiting,Interventional
0000-0001-5580-7256,Education Intervention in Patients With Rash Due to Epidermal Growth Factor Receptor (EGFR) Treatment.,2019-01-01,2021-05-01,851 days,Unknown status,Interventional
2017-0319,Serial Imaging of the Novel Radiotracer [^18F] FLuorthanatrace ([^18F] FTT) by PET/CTF,2018-12-18,2024-12-31,2205 days,Recruiting,Interventional
TRV-003,Mass Response of Malignant Fluid Cells as a Biomarker for Rapid Therapy Guidance,2022-07-15,2026-07-01,1447 days,Recruiting,Observational
ATOS-016R,Effect of Oral (Z)-Endoxifen in Premenopausal Women With Measurable Breast Density,2021-12-21,2025-12-31,1471 days,Recruiting,Interventional
HSP70CTC,Heat Shock Protein (HSP) 70 to Quantify and Characterize Circulating Tumor Cells,2021-02-17,2022-05-01,438 days,Recruiting,Observational
Pro00104093,Assessing the Immunogenicity of pING-hHER3FL,2020-07-13,2024-12-01,1602 days,Recruiting,Interventional
VNC-236-101,Phase 1 Dose Escalation Study for VIP236 in Patients With Advanced Cancer,2023-01-24,2024-12-01,677 days,Recruiting,Interventional
DB-1303-O-1001,A Study of DB-1303 in Advanced/Metastatic Solid Tumors,2022-01-31,2025-10-01,1339 days,Recruiting,Interventional
Metabolic Cancer 001,"Study of the Safety, Tolerability and Efficacy of Metabolic Combination Treatments on Cancer",2022-05-23,2027-09-23,1949 days,Withdrawn,Interventional
POWER,Potential of Moderate Whole Body Hyperthermia to Enhance Response,2023-02-01,2027-12-01,1764 days,Recruiting,Interventional
19-000756,Experimental PET Imaging Scans Before Cancer Surgery to Study the Amount of PET Tracer Accumulated in Normal and Cancer Tissues,2019-11-05,2031-10-17,4364 days,Recruiting,Interventional
7339-002,"Efficacy and Safety of Olaparib (MK-7339) in Participants With Previously Treated, Homologous Recombination Repair Mutation (HRRm) or Homologous Recombination Deficiency (HRD) Positive Advanced Cancer (MK-7339-002 / LYNK-002)",2018-12-12,2025-12-01,2546 days,Recruiting,Interventional
2018-001744-62,Efficacy and Safety of the Combination of Rucaparib (PARP Inhibitor) and Atezolizumab (Anti-PD-L1 Antibody) in Patients With DNA Repair-deficient or Platinum-sensitive Solid Tumors,2019-04-12,2025-04-01,2181 days,Suspended,Interventional
20-533,Pembrolizumab And Lenvatinib In Leptomeningeal Metastases,2021-03-08,2022-12-01,633 days,Recruiting,Interventional
D9950C00001,First Time in Human Study of AZD8701 With or Without Durvalumab in Participants With Advanced Solid Tumours,2020-08-18,2023-05-02,987 days,"Active, not recruiting",Interventional
19-011472,"Pro-Active Genetic Testing in Patients With Solid Tumors, Inherit Study",2020-06-30,2024-07-15,1476 days,"Active, not recruiting",Interventional
7684A-005,MK-7684A With or Without Other Anticancer Therapies in Participants With Selected Solid Tumors (MK-7684A-005) (KEYVIBE-005),2021-09-16,2027-02-22,1985 days,Recruiting,Interventional
2017-0719,Pembrolizumab With Intratumoral Injection of Clostridium Novyi-NT,2018-07-10,2024-10-01,2275 days,Recruiting,Interventional
CBX-12-101,Study of CBX-12 in Subjects With Advanced or Metastatic Refractory Solid Tumors,2021-05-03,2024-04-01,1064 days,Recruiting,Interventional
1801,9-ING-41 in Patients With Advanced Cancers,2019-01-04,2025-11-01,2493 days,Recruiting,Interventional
MOHCCN-O,Marathon of Hope Cancer Centres Network Study for Ontario (MOHCCN-O),2022-06-13,2026-10-01,1571 days,Recruiting,Observational
STU00209558,Plan to Thrive: Extending Cancer Survivorship Care Beyond the Clinic,2019-08-19,2019-12-31,134 days,Completed,Observational
IJB-IRAES-2020,Immunological Variables Associated to ICI Toxicity in Cancer Patients,2022-09-01,2024-12-01,822 days,Recruiting,Interventional
IRB00229163,Behavioral Weight Loss Program for Cancer Survivors in Maryland,2020-09-22,2023-06-30,1011 days,"Active, not recruiting",Interventional
ON-1002,"A Study to Evaluate ONM-100, an Intraoperative Fluorescence Imaging Agent for the Detection of Cancer",2019-08-09,2021-11-18,832 days,Completed,Interventional
SGN47M-001,A Safety Study of SGN-CD47M in Patients With Solid Tumors,2019-07-17,2020-09-14,425 days,Terminated,Interventional
TP-CA-001,Tempus Priority Study: A Pan-tumor Observational Study,2020-10-19,2030-10-19,3652 days,Recruiting,Observational
P-MUC1C-ALLO1-001,P-MUC1C-ALLO1 Allogeneic CAR-T Cells in the Treatment of Subjects With Advanced or Metastatic Solid Tumors,2022-02-15,2039-04-01,6254 days,Recruiting,Interventional
NTI1GSA,"Safety, Tolerability and Pharmacokinetics Investigation of Stimotimagene Copolymerplasmid",2022-01-01,2023-12-01,699 days,Recruiting,Interventional
FT538-102,FT538 in Combination With Monoclonal Antibodies in Advanced Solid Tumors,2021-10-15,2025-08-05,1390 days,Recruiting,Interventional
OHSN-REB#20170381-01H,Randomized Trial of eOncoNote,2018-02-05,2021-02-17,1108 days,Completed,Interventional
H-43405 VISTA,"Binary Oncolytic Adenovirus in Combination With HER2-Specific Autologous CAR VST, Advanced HER2 Positive Solid Tumors",2020-12-14,2038-12-30,6590 days,Recruiting,Interventional
QUILT-2.025,QUILT-2.025 NANT Neoepitope Yeast Vaccine (YE-NEO-001): Adjuvant Immunotherapy Using a Personalized Neoepitope Yeast-Based Vaccine To Induce T-Cell Responses In Subjects W/ Previously Treated Cancers.,2018-08-10,2020-12-30,873 days,Unknown status,Interventional
ZZTIL-012,Engineered TILs/CAR-TILs to Treat Advanced Solid Tumors,2021-01-01,2035-01-01,5113 days,Recruiting,Interventional
202211038RINA,Microscopy Imaging of Whole-mount Stained Human Tissues,2023-01-10,2024-12-31,721 days,Not yet recruiting,Observational
20201421,"With Love, Grandma (""Con Cariño, Abuelita"") Pilot Study",2023-02-22,2024-05-31,464 days,Recruiting,Interventional
YSCH-01-0000,Safety and Efficacy of Recombinant Oncolytic Adenovirus L-IFN Injection in Relapsed/Refractory Solid Tumors Clinical Study,2021-11-30,2023-12-31,761 days,Recruiting,Interventional
SNB-101-101,"Dose-finding Study to Evaluate the Safety, Tolerability, and Pharmacokinetics of SNB-101(SN-38) in Patients With Tumors",2020-10-21,2023-12-31,1166 days,Recruiting,Interventional
1224/2018,Cryotherapy vs. Cryocompression for Preventing Chemotherapy-induced-peripheral-neuropathy in Women Undergoing Chemotherapy,2020-02-03,2024-02-03,1461 days,Recruiting,Interventional
438-IO-101,Study of NGM438 as Monotherapy and in Combination With Pembrolizumab in Advanced or Metastatic Solid Tumors,2022-05-11,2024-06-01,752 days,Recruiting,Interventional
831-IO-101,Study of NGM831 as Monotherapy and in Combination With Pembrolizumab in Advanced or Metastatic Solid Tumors,2022-03-31,2024-12-01,976 days,Recruiting,Interventional
BHP0120,A Multilevel Intervention to Improve Timely Cancer Detection and Treatment Initiation,2020-11-18,2024-09-19,1401 days,Recruiting,Interventional
CDX527-01,A Study of the PD-L1xCD27 Bispecific Antibody CDX-527 in Patients With Advanced Malignancies,2020-08-04,2023-04-01,970 days,"Active, not recruiting",Interventional
HREBA.CC-22-0196,LIVInG With chrONic Cancer TrEatments (LONGEVITI) Study,2022-11-24,2024-05-30,553 days,Recruiting,Observational
Meet-URO 12,Maintenance With Niraparib In Patients With Advanced Urothelial Cancer After 1st-line Platinum-based Chemotherapy,2019-08-27,2021-09-01,736 days,Completed,Interventional
NC318-01,A Safety and Tolerability Study of NC318 in Subjects With Advanced or Metastatic Solid Tumors,2018-09-28,2023-04-01,1646 days,"Active, not recruiting",Interventional
STR-004-001,Strata PATH™ (Precision Indications for Approved Therapies),2021-11-19,2029-11-19,2922 days,Recruiting,Interventional
Pro00103249,Symptom Management for YA Cancer Survivors,2020-01-22,2025-10-01,2079 days,Recruiting,Interventional
21850,Focused Ultrasound Ablation and PD-1 Antibody Blockade in Advanced Solid Tumors,2019-11-21,2025-06-30,2048 days,Recruiting,Interventional
180049,Administration of Autologous T-Cells Genetically Engineered to Express T-Cell Receptors Reactive Against Neoantigens in People With Metastatic Cancer,2018-09-06,2028-03-23,3486 days,Recruiting,Interventional
ARC-5 (AB928CSP0005),A Study to Evaluate the Safety and Tolerability of Immunotherapy Combinations in Participants With Advanced Malignancies,2018-07-24,2021-09-03,1137 days,Completed,Interventional
201809177,PROactive Evaluation of Function to Avoid CardioToxicity,2019-03-13,2023-03-02,1450 days,Terminated,Interventional
2020-2110,Feasibility of a Clinical Trial Comparing the Use of Cetirizine to Replace Diphenhydramine in the Prevention of Reactions Related to Paclitaxel,2020-02-14,2020-09-04,203 days,Completed,Interventional
AVS4TL - 0921,Avera/Sema4 Oncology and Analytics Protocol,2021-11-01,2026-12-31,1886 days,Recruiting,Observational
IIT2020-24-SHIRAZIP-BURN,The BurnAlong Pilot Study for Adolescent and Young Adult Cancer Survivors,2022-01-10,2024-03-09,789 days,Recruiting,Interventional
PY159-2-01,A Phase 1a/1b FIH Study of PY159 and in Combination With Pembrolizumab in Subjects With Advanced Solid Tumors,2020-11-10,2023-04-07,878 days,Recruiting,Interventional
C3651010,Study to Compare the Effects of Repeated Doses of an Investigational New Drug and a Placebo on Appetite in Advanced Cancer and Anorexia,2021-05-11,2022-08-09,455 days,Completed,Interventional
Palliach,Implementing Acupuncture and Chinese Herbal Medicine Into Palliative Care,2021-02-01,2022-07-01,515 days,Unknown status,Interventional
DPM401,Study to Evaluate the Safety of Nanoxel M Inj.,2019-09-18,2024-08-01,1779 days,Recruiting,Observational
BR-DTX-OS-401,Docetaxel Ethanol-induced Symptoms; The Incidence and Risk Forecating Factor,2020-06-10,2021-06-24,379 days,Completed,Observational
TAK-500-1001,A Study of TAK-500 With or Without Pembrolizumab in Adults With Select Locally Advanced or Metastatic Solid Tumors,2022-04-26,2025-03-20,1059 days,Recruiting,Interventional
PRT1419-02,A Study of PRT1419 in Patients With Advanced Solid Tumors,2021-08-11,2023-02-06,544 days,Completed,Interventional
IIT2020-13-GRESHAM-ELLY,Evaluating the Effect of a Mobile Audio Companion (Elly) to Reduce Anxiety in Cancer Patients,2020-12-02,2022-07-08,583 days,Recruiting,Interventional
2018-0663,Fecal Microbiota Transplantation in Treating Immune-Checkpoint Inhibitor Induced-Diarrhea or Colitis in Genitourinary Cancer Patients,2021-02-01,2023-07-31,910 days,Recruiting,Interventional
APHP190973,Integrated Care Pathway in Oncology (PASSION),2020-02-21,2022-12-31,1044 days,"Active, not recruiting",Observational
C3441037,A Bioequivalence Study Between the Proposed and Current Talazoparib Capsule Formulation and Food Effect Study for the Proposed Talazoparib Capsule Formulation in Participants With Advanced Solid Tumors,2020-12-21,2022-07-22,578 days,Completed,Interventional
CE 07-14-2020,Efficacy and Safety of SBRT in Oligo-metastatic/Persistent/Recurrent Ovarian Cancer,2021-03-01,2024-12-31,1401 days,Recruiting,Interventional
ELVCAP-001-01,Study of Seribantumab in Adult Patients With NRG1 Gene Fusion Positive Advanced Solid Tumors,2020-09-29,2023-06-01,975 days,"Active, not recruiting",Interventional
202100484,Early Ageing During Therapy in AYA Cancer Patients,2022-02-10,2023-10-01,598 days,Recruiting,Observational
143631,"Phase-II Study of Lu177DOTATOC in Adults With STTR(+)Pulmonary, Pheochromocytoma, Paraganglioma, Unknown Primary, Thymus NETs (PUTNET), or Any Other Non-.GEP-NET.",2020-03-04,2021-07-15,498 days,Withdrawn,Interventional
ZZITICI-004,Trans-Artery/Intra-Tumor Infusion of Checkpoint Inhibitors Plus Chemodrug for Immunotherapy of Advanced Solid Tumors,2018-11-01,2033-11-01,5479 days,Recruiting,Interventional
QBS-72S-1001,"Dose Escalation Study to Assess the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of QBS10072S",2020-07-20,2022-12-22,885 days,Completed,Interventional
2440LM-002,DNX-2440 for Resectable Colorectal Liver Metastasis,2021-02-15,2023-12-31,1049 days,Recruiting,Interventional
MX-011-219,Project CADENCE (CAncer Detected Early caN be CurEd),2022-07-07,2025-05-01,1029 days,Recruiting,Observational
VISTA-101,A Clinical Trial of KVA12123 Treatment Alone and in Combination With Pembrolizumab In Advanced Solid Tumors (VISTA-101),2023-03-03,2024-12-31,669 days,Recruiting,Interventional
ZZICI3-015,Triplex Checkpoint Inhibitors Therapy for Advanced Solid Tumors,2021-11-01,2025-10-30,1459 days,Recruiting,Interventional
ALS-6000-101,"A Study Evaluating the Safety, Pharmacokinetics and Early Efficacy of AVA6000 in Solid Tumours",2021-07-16,2023-06-30,714 days,Recruiting,Interventional
AA1809,Arginase-1 Peptide Vaccine in Patients With Metastatic Solid Tumors,2018-12-17,2022-01-19,1129 days,Completed,Interventional
PMV-586-101,The Evaluation of PC14586 in Patients With Advanced Solid Tumors Harboring a p53 Y220C Mutation (PYNNACLE),2020-10-29,2026-07-14,2084 days,Recruiting,Interventional
R231-A14057,Implementation and Quality Assurance of DPYD-genotyping in Patients Treated With Fluoropyrimidines.,2020-09-01,2022-10-01,760 days,Completed,Observational
AMXT1501-102,Oral AMXT 1501 Dicaprate in Combination With IV DFMO,2022-11-29,2024-03-31,488 days,Recruiting,Interventional
201909133,Cardiac Rehabilitation for Patients Receiving Radiation Therapy for Thoracic Cancers,2021-01-15,2023-09-30,988 days,Recruiting,Interventional
ROOT,The Registry of Oncology Outcomes Associated With Testing and Treatment,2021-05-05,2031-10-01,3801 days,Recruiting,Observational
BBI-355-101,"Study of the CHK1 Inhibitor BBI-355, an ecDNA-directed Therapy, in Subjects With Tumors With Oncogene Amplifications",2023-04-24,2026-01-31,1013 days,Recruiting,Interventional
FPI-1966-101,A Study of [225Ac]-FPI-1966 in Participants With Advanced Solid Tumours,2022-04-20,2026-12-01,1686 days,Recruiting,Interventional
MYCT001,The PIONEER Initiative: Precision Insights On N-of-1 Ex Vivo Effectiveness Research Based on Individual Tumor Ownership (Precision Oncology),2019-03-21,2024-03-12,1818 days,Recruiting,Observational
JAB-3312-1002,A Study of JAB-3312 in Adult Patients With Advanced Solid Tumors in China,2020-06-10,2023-12-01,1269 days,Recruiting,Interventional
707-IO-101,Study of NGM707 as Monotherapy and in Combination With Pembrolizumab in Advanced or Metastatic Solid Tumor Malignancies,2021-06-09,2025-07-01,1483 days,Recruiting,Interventional
UW18101,Immunonutrition and Carbohydrate Loading Strategies in Breast Reconstruction,2019-02-01,2021-11-01,1004 days,Completed,Interventional
JAB-3312-1001,"A First-in-Human, Phase 1 Study of JAB-3312 in Adult Patients With Advanced Solid Tumors",2019-09-26,2024-03-01,1618 days,Recruiting,Interventional
PAL-E602-001,Glycan Mediated Immune Regulation With a Bi-Sialidase Fusion Protein (GLIMMER-01),2022-02-11,2025-06-01,1206 days,Recruiting,Interventional
340-74,CAR-T Intraperitoneal Infusions for CEA-Expressing Adenocarcinoma Peritoneal Metastases or Malignant Ascites (IPC),2018-09-13,2021-03-01,900 days,Withdrawn,Interventional
PRO17070414,Self-Advocacy Serious Game in Advanced Cancer,2018-12-13,2021-03-18,826 days,Completed,Interventional
MAPreminder1,UCLA Health Patient Health Maintenance Text Reminder,2023-03-23,2024-06-30,465 days,Not yet recruiting,Interventional
MFLeong,RCT of Acceptance and Commitment Therapy Versus Mindfulness-based Stress Reduction in Head and Neck Cancer,2021-07-01,2024-06-30,1095 days,Not yet recruiting,Interventional
1100,NBTXR3 Activated by Radiotherapy for Patients With Advanced Cancers Treated With An Anti-PD-1 Therapy,2019-01-16,2028-05-30,3422 days,Recruiting,Interventional
MAPinitial,UCLA Health Patient Health Maintenance Outreach Text Message,2023-03-09,2024-06-30,479 days,Enrolling by invitation,Interventional
MAPreminder2,UCLA Health Patient Health Maintenance With Interactive Text Reminder,2023-05-23,2024-06-30,404 days,Not yet recruiting,Interventional
G190165,Canady Helios Cold Plasma Scalpel Treatment at the Surgical Margin and Macroscopic Tumor Sites,2019-07-30,2023-04-14,1354 days,"Active, not recruiting",Interventional
JSKN003-102,To Evaluate the Safety and Tolerability of JSKN003 in Chinese Subjects With Advanced Solid Tumors,2023-03-01,2025-12-31,1036 days,Not yet recruiting,Interventional
RAIN-3202,Milademetan in Advanced/Metastatic Solid Tumors,2021-11-01,2024-08-01,1004 days,Recruiting,Interventional
IN10018-010,IN10018 Combination Therapy in Previously-treated Locally Advanced or Metastatic Solid Tumor Patients,2022-03-10,2024-12-31,1027 days,"Active, not recruiting",Interventional
05-2019,Multifactorial Risk Assessment for Breast & Ovarian Cancer Risk Detection,2020-05-04,2024-12-30,1701 days,"Active, not recruiting",Observational
56160922.7.3001.5274,Benefits of Morphine Gel for Pain Reduction in Patients With Cancer Wounds,2023-04-01,2024-04-01,366 days,Not yet recruiting,Interventional
PN #1082409C,Post Market Clinical Follow-up Study on da Vinci® Robotic-assisted Prophylactic Nipple Sparing Mastectomy With Breast Reconstruction,2022-01-18,2024-01-01,713 days,"Active, not recruiting",Observational
CH1701,CH1701 for Prevention and Treatment of Radiation Burns,2019-07-05,2020-12-01,515 days,Unknown status,Interventional
A222001,Testing the Effects of Oxybutynin for the Treatment of Hot Flashes in Men Receiving Hormone Therapy for Prostate Cancer,2021-07-30,2024-05-01,1006 days,Recruiting,Interventional
D0816C00020,Multicentre Study of Olaparib Maintenance Monotherapy in Platinum Sensitive Relapsed Non gBRCAm Ovarian Cancer Patients,2018-01-30,2022-03-10,1500 days,Completed,Interventional
K01CA190659,Culturally Appropriate Nutrition Communication for Mexican American Women,2019-03-25,2022-12-25,1371 days,"Active, not recruiting",Interventional
TOS-358-001,A Study to Evaluate the Safety and Tolerability of TOS-358 in Adults With Select Solid Tumors,2023-02-15,2025-12-01,1020 days,Recruiting,Interventional
UW19-183,"The Effect of Metacognition-based, Manualized Intervention on Fear of Cancer Recurrence",2021-07-21,2023-12-31,893 days,Recruiting,Interventional
2011P002580-207,Safety of TofAcitinib in Routine Care Patients With Rheumatoid Arthritis (STAR-RA)-Cancer Endpoints,2021-03-10,2022-05-16,432 days,Completed,Observational
SI-B003-101,"A Study of SI-B003, a PD-1/CTLA-4 Bispecific Antibody, in Patients With Advanced Solid Tumors",2020-11-10,2023-05-01,902 days,Recruiting,Interventional
