ID,title,actual_duration,status,study_type,fda_regulated_drug,fda_regulated_device,responsible_party,enrollment_count
TAS2940-101,A Study of TAS2940 in Participants With Locally Advanced or Metastatic Solid Tumor Cancer,3.7095890410958905,Recruiting,Interventional,Yes,No,Sponsor,42
Bio2738,Shoulder Rehabilitation Using a Mobile App Following Breast Reconstruction,1.0082191780821919,Recruiting,Interventional,No,No,Principal Investigator,48
20252,Roll-over Study to Continue Treatment With the Investigational Drug Rogaratinib and to Further Test Its Safety,1.3013698630136987,Completed,Interventional,No,No,Sponsor,1
2021-PrMa-RWiberg,"Prophylactic Mastectomy: Prospective Evaluation of the Correlation Between Skin Flap Thickness, Residual Glandular Tissue and Skin Necrosis by Imaging and Clinical Examination",5.353424657534247,Recruiting,Observational,No,No,Principal Investigator,45
STM-IRB-22B-001,Development and Testing of a TTDSS for Cancer Patients,1.7013698630136986,Recruiting,Interventional,No,No,Sponsor,136
69HCL20_0346,Impact of the COVID-19 Pandemic in Gynecological Oncology,0.5698630136986301,Completed,Observational,No,No,Sponsor,205
21-5539,Rehabilitation for People With Advanced Cancer,1.4109589041095891,Recruiting,Interventional,No,No,Sponsor,117
2018-1361,Physical Activity Promotion for Breast and Endometrial Cancer Survivors,4.1506849315068495,"Active, not recruiting",Interventional,No,No,Sponsor,323
MC1713,A Vaccine (H2NVAC) Before Surgery for the Treatment of HER2-Expressing Ductal Carcinoma In Situ,4.169863013698631,Recruiting,Interventional,Yes,No,Sponsor,43
HREBA.CC-18-0028,The ONE-MIND Study: Evaluating the Efficacy of Online Mindfulness-Based Cancer Recovery During Chemotherapy Treatment,5.589041095890411,Recruiting,Interventional,No,No,Principal Investigator,178
E-SN@P PROJECT-IPC 2017-029,Assessment of Outpatient Digital Follow-up of Patients Over 70 Years of Age Undergoing Chemotherapy Treatment,3.0,Not yet recruiting,Interventional,No,No,Sponsor,119
PASCA,A Post-treatment Program to Identify and Manage Complications Related to Oncology or Hematology Treatments in Cancer Survivors.,7.336986301369863,Recruiting,Interventional,No,No,Sponsor,858
XL102-101,Study of XL102 as Single-Agent and Combination Therapy in Subjects With Solid Tumors (QUARTZ-101),3.6410958904109587,Recruiting,Interventional,Yes,No,Sponsor,298
Dnr 2019-04151,Exercise as Medicine for People With Cancer Sweden,2.808219178082192,Recruiting,Interventional,No,No,Principal Investigator,200
2021-001624-17,Micronized Progesterone Versus Norethisterone Acetate in Combination With Estrogen as Menopausal Hormone Therapy,5.767123287671233,Recruiting,Interventional,No,No,Sponsor-Investigator,390
GCO 21-0012,Diversity and Inclusion in Research Underpinning Prevention and Therapy Trials,2.271232876712329,Recruiting,Interventional,No,No,Principal Investigator,1705
2018-0004,Negative Pressure Wound Therapy in Healing Abdominal Incision in Obese Patients Undergoing Breast Reconstruction Surgery,5.0,Recruiting,Interventional,No,No,Sponsor,80
TJ-IRB20211129,68Ga-HER2 Affibody PET/CT Imaging for HER2-Positive Cancer Patients,4.035616438356165,Recruiting,Observational,No,No,Principal Investigator,100
823981A,Oncology Episode Payment Model in Hawaii,6.506849315068493,"Active, not recruiting",Interventional,No,No,Principal Investigator,7
NIT-110 (KEYNOTE PNA60),NT-I7 (Efineptakin Alfa) in Combination With Pembrolizumab in Participants With Advanced Solid Tumors,3.9452054794520555,Recruiting,Interventional,Yes,No,Sponsor,238
69HCL19_0731,"Identify the Obstacles to Early Diagnosis of Cancer in Patients Over 75 Years Old, on an Outpatient Basis",0.40273972602739727,Completed,Observational,No,No,Sponsor,16
BT-001.01,A Clinical Trial Assessing BT-001 Alone and in Combination With Pembrolizumab in Metastatic or Advanced Solid Tumors,4.178082191780822,Recruiting,Interventional,No,No,Sponsor,48
EAQ161CD,Assessment of Current Biomarker Testing Practices for Common Solid Cancers in Precision Oncology in the Community Setting,4.898630136986301,"Active, not recruiting",Observational,,,Sponsor,201
Pro00106186,Ipsilateral Peripheral Intravenous Access Procedures (The iPIVAP Study),1.3041095890410959,Completed,Interventional,No,No,Sponsor,3
G-5097-2019,Evaluation of Postoperative Nausea and Vomiting Incidence in Patients With Mastectomy Surgery According to Apfel Risk Scoring System,0.24931506849315072,Completed,Observational,No,No,Principal Investigator,57
Laser treatment,Laser Treatment of Genito-urinary Syndrome in Women,4.252054794520548,Not yet recruiting,Interventional,No,No,Principal Investigator,160
NIMAO/2016/PC-01,Kinetics of Perioperative Circulating DNA in Cancer Surgery,0.8027397260273973,Completed,Observational,No,No,Sponsor,30
IIT-2021-CANINE,To Assess Immunogenicity of Coronavirus Disease 2019 (COVID-19) Vaccine in Cancer Patients Receiving Cancer Treatment,4.093150684931508,"Active, not recruiting",Observational,No,No,Sponsor,500
PROICM 2017-05 BAL,Analysis of Circulating Tumor Markers in Blood,5.002739726027397,Recruiting,Interventional,No,No,Sponsor,620
Breast Biopsy,The Effect of Education Given at Different Times Before a Breast Biopsy,0.24657534246575347,Completed,Interventional,No,No,Principal Investigator,60
2018P000084,Evaluation of ADM Soft Tissue Reinforcement,2.0000000000000004,Unknown status,Observational,No,Yes,Principal Investigator,152
IRB00167074,Sensory Restoration After DIEP Flap Neurotization,5.0849315068493155,Recruiting,Interventional,No,No,Sponsor,156
GOP,Goserelin for Ovarian Protection in Premenopausal Patients Receiving Cyclophosphamide,2.0027397260273974,Unknown status,Interventional,No,No,Principal Investigator,100
NIP IT!,Non-Invasive Artificial Intelligence-Based Platform MonIToring Program (NIP IT!),3.868493150684932,Recruiting,Observational,No,No,Sponsor,500
CDKY709A12101C,Study of Safety and Efficacy of DKY709 Alone or in Combination With PDR001 in Patients With Advanced Solid Tumors.,6.03013698630137,"Active, not recruiting",Interventional,Yes,No,Sponsor,99
IRB#21-001169,Postoperative Opt-In Narcotics Treatment in Breast,1.0000000000000002,Not yet recruiting,Interventional,No,No,Principal Investigator,240
PRO 1676,A Digimed Oncology PharmacoTherapy Registry,2.484931506849315,Unknown status,Observational,No,No,Sponsor,500
Pro00102260,Hypertension Management in Cancer Patients,0.4821917808219179,Terminated,Interventional,No,No,Sponsor,4
19829,"A First in Human Study of BAY2701439 to Look at Safety, How the Body Absorbs, Distributes and Excretes the Drug, and How Well the Drug Works in Participants With Advanced Cancer Expressing the HER2 Protein",3.8301369863013703,"Active, not recruiting",Interventional,Yes,No,Sponsor,14
00011271,HeartPhone Cancer Survivors Trial 2019,1.6931506849315068,Terminated,Interventional,Yes,No,Principal Investigator,3
CE3220.,Efficacy of the Mepitel® Film on the Prevention of Radiodermatitis in the Inguinal Fold.,4.002739726027397,Not yet recruiting,Interventional,No,No,Sponsor,35
METCZ20220056,EvaLuating negAtive pressUre Wound theRapy in brEast coNserving Surgery,0.8301369863013699,Not yet recruiting,Interventional,No,No,Sponsor,300
RC31/17/0350,Use of Compression Bandages in the Prevention of Post-mastectomy Lymphoceles,1.210958904109589,Recruiting,Interventional,No,No,Sponsor,84
19-179,Acupuncture Pilot Study for Cancer-related Cognitive Function,4.002739726027397,"Active, not recruiting",Interventional,No,No,Sponsor,48
180276,Promotora Navigator - Culturally Appropriate Patient Navigator,0.3561643835616438,Completed,Interventional,No,No,Principal Investigator,101
213353,Study to Evaluate the Efficacy and Safety of the Combination of Niraparib and Dostarlimab (TSR-042) in Participants With Platinum Resistant Ovarian Cancer,2.2794520547945205,Terminated,Interventional,Yes,No,Sponsor,41
ebeddows,Botulinum Toxin A for the Treatment of Chemotherapy Induced Peripheral Neuropathy,4.484931506849315,Recruiting,Interventional,Yes,No,Principal Investigator,40
IFCT-1703,Her2-positive Lung Cancer Treated With Dedicated Drug,4.126027397260274,"Active, not recruiting",Interventional,No,No,Sponsor,46
69HCL17_0642,Tumoral Bone Strength Assessment by Numerical Simulation Using Quantitative CT : the MEKANOS Study,2.8438356164383563,Recruiting,Observational,No,No,Sponsor,220
CS001-SA,Safety Assessment of P2Et Extract in Healthy Voluntary Subjects in Colombia,1.0054794520547947,Unknown status,Interventional,No,No,Sponsor,24
MSK8/22,The Effect of Rhomboid Intercostal Block and Serratus Anterior Plane Block on Postoperative Respiratory Functions,0.5616438356164384,Completed,Interventional,No,No,Principal Investigator,64
JAB-2485-1001,JAB-2485 Activity in Adult Patients With Advanced Solid Tumors,3.6164383561643834,Recruiting,Interventional,Yes,No,Sponsor,102
PVMEDCT202201,Efficacy and Safety of AI-assisted Radiotherapy Contouring Software for Thoracic Organs at Risk,0.7479452054794521,Recruiting,Observational,No,No,Principal Investigator,500
BA3021-001,CAB-ROR2-ADC Safety and Efficacy Study in Patients With TNBC or Head & Neck Cancer (Ph1) and NSCLC or Melanoma (Ph2),5.010958904109589,Recruiting,Interventional,Yes,No,Sponsor,420
2020-05-001B,Regional Anesthesia in Breast Surgery,0.9972602739726029,Unknown status,Interventional,No,No,Sponsor,120
13104,Tranexamic Acid for Alloplastic Breast Reconstruction,2.0027397260273974,Not yet recruiting,Interventional,No,No,Sponsor,106
PRT2527-01,A Study of PRT2527 in Participants With Advanced Solid Tumors,1.7945205479452055,Recruiting,Interventional,Yes,No,Sponsor,30
RECHMPL22_0024,Liquid Biopsy and Pancreas Cancer: Detection of AXL(+) CTCs (CTC-AXL-PANC),2.213698630136986,Recruiting,Interventional,No,No,Sponsor,63
120134,NPWT for Abdominal Incisions in DIEP Reconstructions: A RCT,2.0849315068493155,Withdrawn,Interventional,No,Yes,Principal Investigator,0
21-369,A Study Evaluating the Integrative Medicine at Home (IM@HOME) Program in People With Cancer,2.0000000000000004,Recruiting,Interventional,No,No,Sponsor,200
Pro00078230,Erector Spinae Plane Block Versus Paravertebral Block,2.915068493150685,Completed,Interventional,No,No,Sponsor,48
18-000948,Investigating Magnesium Glycinate in Structure/Function Role of Hot Flashes.,2.7150684931506848,Completed,Interventional,No,No,Principal Investigator,40
20-08,Prospective Case Collection Study for New Mammography Technologies,3.9780821917808225,Recruiting,Interventional,No,Yes,Sponsor,5400
AP2001-50504,Erector Spinae Block Versus PECS Block Type II for Breast Surgeries,0.9753424657534248,Completed,Interventional,No,No,Principal Investigator,60
FMBSURECS/30042019/Ali,Efficacy of Serratus Anterior Plane Block Mastectomy,0.5698630136986301,Completed,Interventional,No,No,Sponsor-Investigator,40
21-192,TIPOPS (Telemedicine vs In Person Oncology Patient Surveillance),1.252054794520548,Completed,Interventional,No,No,Principal Investigator,30
SBT6290-101,A Safety and Preliminary Efficacy Study of SBT6290 Alone and in Combination With PD-(L)1 Inhibitors in Select Advanced Solid Tumors,0.0821917808219178,Withdrawn,Interventional,Yes,No,Sponsor,0
SAHZhejiangU 123,Added Value of Contrast-enhanced Ultrasound for BI RADS 4A Nodules,3.0,Unknown status,Observational,No,No,Sponsor,500
CRYO for Mastectomy (DoD),Ultrasound-Guided Percutaneous Cryoneurolysis to Treat Postoperative Pain After Mastectomy,3.663013698630137,Enrolling by invitation,Interventional,No,Yes,Principal Investigator,216
FMASUMD45/2021,Role of Statin Therapy in Prevention of Anthracycline-Induced Cardiotoxicity,2.0000000000000004,Recruiting,Interventional,No,No,Principal Investigator,100
PT3465,Effect of Thera Band Exercises on Adhesive Capsulitis Post Mastectomy,0.9863013698630139,Completed,Interventional,No,No,Sponsor-Investigator,70
Lishui Peoples Hospital,Interventional Therapy Sequential With the Fourth-generation CAR-T Targeting Nectin4/FAP for Malignant Solid Tumors,2.882191780821918,Unknown status,Interventional,No,No,Sponsor,30
HAN2014005-CT02,"Evaluation of the Efficacy and Safety of A High Molecular Weight, Natural Hyaluronic Acid Vaginal Gel in Women With Genitourinary Syndrome of Menopause",2.452054794520548,Completed,Interventional,No,No,Sponsor,80
SHEBA-19-6136-RS-CTIL,Sequentional Immuno Apheresis Plasma Volume Escalation Cohort Study of Reduction of Soluble Tumor Necrosis Factor Receptors 1 and 2 (sTNFR1/2) With or Without Nivolumab in Patients With Inoperable or Metastatic Solid Tumors,2.8493150684931505,Unknown status,Interventional,No,No,Sponsor-Investigator,30
2021/01159,Optimizing and Personalising Azacitidine Combination Therapy for Treating Solid Tumours QPOP and CURATE.AI,4.843835616438356,Not yet recruiting,Interventional,No,No,Sponsor,10
GS-US-417-5937,Study to Evaluate Organic Anion Transporting Polypeptide (OATP) Transporter-Mediated Drug-Drug Interactions Between Filgotinib and Statins as Probe Drugs in Healthy Participants,0.1917808219178082,Completed,Interventional,Yes,No,Sponsor,27
SOGUG-2016-A-IEC(PRO)-12,Olaparib Maintenance in Patients With MCRPC After Docetaxel Treatment Reaching Partial or Stable Response (IMANOL),4.263013698630137,Completed,Interventional,No,No,Sponsor,16
CCR5653,Accelerated Body Diffusion-Weighted MRI Using Artificial Intelligence,2.9068493150684933,Enrolling by invitation,Observational,No,No,Sponsor,450
PPP005-Ph2/3-01,Cannabis Oil and Radiation Therapy for the Management of Pain,0.7150684931506849,Terminated,Interventional,No,No,Sponsor,100
AAAS9968,Hair Care Product Use Among Women Of Color,2.252054794520548,Recruiting,Interventional,No,No,Sponsor,100
METCZ2019016,Seroma Reduction and Drain Free Mastectomy,3.4328767123287673,Recruiting,Interventional,No,No,Principal Investigator,250
1190532,Chilean Maternal & Infant Cohort Study II (CHiMINCs-II),3.9150684931506854,"Active, not recruiting",Observational,No,No,Principal Investigator,1927
HSL 2016-83,Determination of Autonomic Responses to the Exposure of Low Energy Electromagnetic Fields With Frequency Modulation in Patients With Advanced Hepatocellular Carcinoma and Healthy Individuals.,2.0027397260273974,Unknown status,Interventional,No,No,Principal Investigator,60
IMM2902-101,"IMM2902, a HER2/SIRPα Bispecific mAb-Trap Antibody-receptor Fusion Protein, in Patients With HER2-expressing Advanced Solid Tumors",2.452054794520548,Recruiting,Interventional,Yes,No,Sponsor,135
NOX66-005,A Study of NOX66 and External Beam Radiotherapy in Patients With Metastatic Castration-resistant Prostate Cancer and Other Solid Tumors,2.345205479452055,Recruiting,Interventional,Yes,No,Sponsor,70
CCR5063,Evaluation of an Educational Intervention for Women With Breast Pain,0.33424657534246577,Unknown status,Interventional,No,No,Sponsor,15
BGB-3111-108,A Pharmacokinetic Study to Assess Drug-drug Interaction Between Zanubrutinib and a Cocktail of Substrates in Healthy Subjects,0.0684931506849315,Completed,Interventional,Yes,No,Sponsor,18
2020/14MAI/273,Serum Neurofilament Light (NFL) in Surgery Under General Anaesthesia (GA) Compared to Surgery With Hypno-analgesia (Hyp),2.493150684931507,Recruiting,Interventional,No,No,Sponsor,100
B4T2-PRC-IIT-001,A Clinical Study to Evaluate B4T2-001 CAR T Cells in the Treatment of Advanced Solid Tumors,4.298630136986302,Recruiting,Interventional,No,No,Sponsor,36
PROACTIVE,"Pharmacokinetic Boosting of Olaparib to Improve Exposure, Tolerance and Cost-effectiveness",4.046575342465754,Recruiting,Interventional,No,No,Sponsor,160
2017-02028,Efficacy of the Consilium Smartphone App for Detecting Symptoms and Treatment Side Effects in Cancer Patients,2.6027397260273974,Terminated,Observational,No,No,Sponsor,224
JS001-PMS-CO1,Intensive Medicines Monitoring Study of Toripalimab Monoclonal Injection (Tuoyi) .,3.3863013698630136,Not yet recruiting,Observational,No,No,Sponsor,800
875351,Artificial Intelligence Supporting CAncer Patients Across Europe - the ASCAPE Project,2.9123287671232876,Recruiting,Interventional,No,No,Sponsor,500
CX-839-011,Study of CB-839 (Telaglenastat) in Combination With Talazoparib in Patients With Solid Tumors,1.1945205479452055,Terminated,Interventional,Yes,No,Sponsor,33
Pro00037562,Apple Womens Health Study,9.972602739726028,Recruiting,Observational,No,No,Sponsor,500000
16-010491,Preventing Lymphedema in Axillary Lymph Node Dissection,5.816438356164384,"Active, not recruiting",Interventional,No,No,Principal Investigator,264
INT17676,A Study to Assess the Effect of Oral Belumosudil on Inhibition of Various Proteins in the Fed State in Healthy Male Subjects,1.2547945205479452,Completed,Interventional,Yes,No,Sponsor,52
829785,Effect of PARP Inhibitors on Glomerular Filtration Rate,1.4082191780821918,Terminated,Observational,No,No,Sponsor,2
ESG401-101,Study of ESG401 in Adults With Solid Tumors,3.547945205479452,Recruiting,Interventional,No,No,Sponsor,177
GS-US-382-1587,Drug-Drug Interaction Study of Vesatolimod in Adults With HIV-1 Who Have Very Low or Undetectable Virus Levels,1.2027397260273973,Recruiting,Interventional,Yes,No,Sponsor,45
20221202,Primary Lesion Treatment for Bone Metastases,3.0027397260273974,Not yet recruiting,Interventional,No,No,Principal Investigator,400
KSCM-CRD-001,KeraStat(R) Cream for Radiation Dermatitis,0.5726027397260274,Completed,Interventional,No,Yes,Sponsor,25
201707042,Diagnostic US for Reduction of Benign Breast Biopsies Using US-guided Optical Tomography,5.96986301369863,Recruiting,Interventional,No,Yes,Sponsor,335
201810102MINC,Does Letrozole Improve Pregnancy Outcome in Fresh Embryo Transfer IVF/ICSI Cycle?,1.956164383561644,Unknown status,Interventional,No,No,Sponsor,300
IRB 20-488,CASE 1320: RAI Uptake and Serum Prolactin in Thyroid Cancer,3.0493150684931507,"Active, not recruiting",Observational,No,No,Sponsor,39
GO-1,SHARON: A Clinical Trial for Metastatic Cancer With a BRCA or PALB2 Mutation Using Chemotherapy and Patients Own Stem Cells,4.884931506849315,Recruiting,Interventional,Yes,Yes,Sponsor,10
1237087,A Mind-Body Intervention for Hot Flash Management,4.712328767123288,Recruiting,Interventional,No,No,Principal Investigator,232
P.T.REC/012/003747,Aerobic Training and Diet on the Immune System in Postmastectomy Patients Receiving Chemotherapy,0.8547945205479452,Recruiting,Interventional,No,No,Principal Investigator,60
GIHSYSU-26,"RC48 Plus Tislelizumab, Low-dose Capecitabine and Celecoxib for HER2-positive Metastatic Colorectal Cancer",3.03013698630137,Not yet recruiting,Interventional,No,No,Principal Investigator,29
BRCA-ACP.2022,Acupuncture With/Without Self-acupressure for Post-oophorectomy Hot Flashes in BRCA Carriers,1.167123287671233,Not yet recruiting,Interventional,No,No,Principal Investigator,200
20,Early Detection of Heart Problems in Cancer Patients Receiving Chemotherapy,0.24109589041095894,Withdrawn,Observational,No,No,Sponsor,0
JK08.1.01,"A Study of JK08, an IL-15 Antibody Fusion Protein Targeting CTLA-4, in Patients With Unresectable Locally Advanced or Metastatic Cancer",3.347945205479452,Recruiting,Interventional,No,No,Sponsor,149
NC762-01,A Safety and Tolerability Study of NC762 in Subjects With Advanced or Metastatic Solid Tumors,3.2575342465753425,Recruiting,Interventional,Yes,No,Sponsor,170
PARPA-293-001,Study of NMS-03305293 in Pts With Selected Advanced/Metastatic Solid Tumors,4.098630136986301,Recruiting,Interventional,Yes,No,Sponsor,150
17237,HER2-CAR T Cells in Treating Patients With Recurrent Brain or Leptomeningeal Metastases,5.002739726027397,Recruiting,Interventional,Yes,No,Sponsor,39
209514,Pilot Study of Pancreatic Cancer Screening,10.035616438356165,Recruiting,Observational,No,No,Sponsor,250
INT 36/18,Adjuvant CAPECITABINE in High Risk PSEUDOMYXOMA PERITONEI Patients,4.997260273972603,Recruiting,Interventional,No,No,Sponsor,28
MER-XMT-2056-1,A Study of XMT-2056 in Advanced/Recurrent Solid Tumors That Express HER2,2.7726027397260276,Suspended,Interventional,Yes,No,Sponsor,171
Klotho _ LRP-6 _ GC,Klotho _ LRP-6 _ Gastric Adenocarcinoma,1.0027397260273974,Not yet recruiting,Observational,No,No,Principal Investigator,45
ZL-2306-912 ALTER-OC-02,Niraparib Combined With Anlotinib in Homologous Recombination Repair (HRR) Gene-mutated Advanced Solid Tumors,1.9123287671232878,Unknown status,Interventional,No,No,Principal Investigator,52
CEP1:4/2016,BRCA Main Home Nutritional Intervention-random Study,2.0000000000000004,Unknown status,Interventional,No,No,Principal Investigator,300
Chemobrain Study,Cognitive Status Assessment In Elderly Patients With Active Treatment For Haematological Malignancies,2.504109589041096,Not yet recruiting,Interventional,No,No,Principal Investigator,60
XB002-101,Study of XB002 in Subjects With Solid Tumors (JEWEL-101),3.336986301369863,Recruiting,Interventional,Yes,No,Sponsor,524
KlusPharma,Study of A166 in Patients With Relapsed/Refractory Cancers Expressing HER2 Antigen or Having Amplified HER2 Gene,4.380821917808219,"Active, not recruiting",Interventional,Yes,No,Sponsor,49
AJIRB-MED-THE-18-236,Development of a New Immunotherapy Using Intramuscular Administration of Autologous Total IgG,2.3808219178082193,Completed,Interventional,No,No,Principal Investigator,24
20/PR/0222,Precision Medicine for Liver Tumours With Quantitative Magnetic Resonance Imaging and Whole Genome Sequencing,2.4493150684931506,"Active, not recruiting",Observational,No,No,Sponsor,200
JTU-6H-20210227001,Comparison Between IORT and Postoperative Radiotherapy in Breast Conserving Surgery,4.000000000000001,"Active, not recruiting",Interventional,No,No,Sponsor-Investigator,80
69HCL22_0275,Control Cohort CTRL COH,5.002739726027397,Not yet recruiting,Interventional,No,No,Sponsor,350
REPLAMOD,Histological Modifications of Postmenopausal Vaginal Mucosa After Repeated Carbon Dioxide (CO2) Laser Treatment,1.997260273972603,Completed,Interventional,No,No,Principal Investigator,15
BTC-HER2,Trastuzumab in HER2-positive Biliary Tract Cancer,1.5972602739726027,Completed,Interventional,No,No,Sponsor-Investigator,4
CASE2117,Sensation After Nipple Sparing Mastectomy and Breast Reconstruction With or Without Neurotized Free Tissue Transfer,2.0027397260273974,Withdrawn,Interventional,No,No,Sponsor,0
GOUDET 2018,Study and Monitoring of Multiple Endocrine Neoplasia Type 1,10.583561643835617,Recruiting,Observational,No,No,Sponsor,1600
H-38855,Ruxolitinib for Premalignant Breast Disease,6.6438356164383565,Recruiting,Interventional,Yes,No,Sponsor-Investigator,100
FF-2018-084,Does Pecs II Block Reduce the Incidence of Post Mastectomy Pain Syndrome (PMPS)? A Cross Sectional Study,0.9616438356164385,Completed,Observational,No,No,Sponsor,288
4-2019-0648,Trastuzumab-pkrb Combined With Modified FOLFOX-6 in Biliary Tract Cancer Patients Progressed on First Line Therapy,2.6876712328767125,Unknown status,Interventional,No,No,Sponsor,34
TG-iConquerFear,Reducing Fear of Cancer Recurrence in Danish Colorectal Cancer Survivors,2.421917808219178,Not yet recruiting,Interventional,No,No,Sponsor,540
P2101,The AUS-PREDICT Registry for DCIS Patients With DCISionRT Testing,12.838356164383562,Recruiting,Observational,No,Yes,Sponsor,1500
TCM-padia001,Clinical Study on Prevention and Treatment of Pyrotinib Associated Diarrhea With Traditional Chinese Medicine,1.0000000000000002,Recruiting,Interventional,No,No,Sponsor,30
GO43860,"A Study to Evaluate the Safety, Pharmacokinetics, and Activity of RO7502175 as a Single Agent and in Combination With Atezolizumab in Participants With Locally Advanced or Metastatic Solid Tumors",3.032876712328767,Recruiting,Interventional,Yes,No,Sponsor,365
C/35/2017,MRx0518 in Patients With Solid Tumours Waiting Surgical Removal of the Tumour,3.728767123287671,"Active, not recruiting",Interventional,No,No,Sponsor,120
2018-003115-21,Basket Trial for Combination Therapy With Durvalumab (Anti-PDL1) (MEDI4736) and Tremelimumab (Anti-CTLA4) in Patients With Metastatic Solid Tumors,4.263013698630137,Withdrawn,Interventional,No,No,Sponsor,0
EC29,Auto-Adjustable MOBIDERM® Autofit NIGHT-time Compression Armsleeve in the Upper Limb LYMphedema in Maintenance Phase,3.419178082191781,Recruiting,Interventional,No,No,Sponsor,88
2021/117,Photobiomodulation Therapy in the Prevention and Management of Chemotherapy-Induced Alopecia,7.846575342465754,Recruiting,Interventional,No,No,Sponsor,72
HS-10502-101,A Study of Hansoh (HS)-10502 in Patients With Advanced Solid Tumors,3.504109589041096,Not yet recruiting,Interventional,No,No,Sponsor,318
Health consortium maresme,Use of Glubran 2 ® in Axillary Lymphadenectomy Without Drain,4.169863013698631,Recruiting,Interventional,No,No,Principal Investigator,134
STUDY00023183,Humidified Forest Oils for Immune System Recovery in Stage I-III Breast or Prostate Cancer,1.452054794520548,Enrolling by invitation,Interventional,No,No,Principal Investigator,25
201903142,Circulating Tumor DNA (ctDNA) for Early Treatment Response Assessment of Solid Tumors,6.597260273972603,Recruiting,Observational,No,No,Sponsor,3362
DCC-2036-01-003,A Phase 1b/2 Study of Rebastinib (DCC-2036) in Combination With Paclitaxel in Patients With Advanced or Metastatic Solid Tumors,4.035616438356165,"Active, not recruiting",Interventional,Yes,No,Sponsor,201
E-19-3943,Erector Spina Plane Block Versus Deep Serratus Anterior Plane Block for Post Mastectomy Analgesia,0.6410958904109589,Completed,Interventional,No,No,Principal Investigator,80
CASE6118,Free Flap Breast Reconstruction Using Virtual Surgical Planning and 3-D Modeling,3.0,"Active, not recruiting",Interventional,No,No,Sponsor,30
MCART-006,Dual-targeting VEGFR1 and PD-L1 CAR-T for Cancers Patients With Pleural or Peritoneal Metastases,2.1726027397260275,Recruiting,Interventional,No,No,Principal Investigator,58
ONC-392-001,"Safety, PK and Efficacy of ONC-392 in Monotherapy and in Combination of Anti-PD-1 in Advanced Solid Tumors and NSCLC",4.293150684931507,Recruiting,Interventional,Yes,No,Sponsor,914
PRO1184-001,PRO1184 for Advanced Solid Tumors,2.736986301369863,Recruiting,Interventional,Yes,No,Sponsor,134
2021-04840,Lymphedema After Urologic Surgery,7.808219178082193,Recruiting,Observational,No,No,Sponsor,400
BPI-2358-105 phase 3,Plinabulin vs. Pegfilgrastim in Patients With Solid Tumors Receiving Docetaxel Myelosuppressive Chemotherapy Phase 3,2.7013698630136984,Completed,Interventional,Yes,No,Sponsor,105
HCC 20-064,Telehealth and Memory Study,4.205479452054795,Recruiting,Interventional,No,No,Principal Investigator,200
E-19-773,"A Randomized Controlled Trial to Evaluate the Efficacy of Acupuncture Versus Aromatherapy as Treatments to Lessen Nausea, Vomiting and Anxiety Associated With Adriamycin and Cytoxan",4.109589041095891,Recruiting,Interventional,No,No,Sponsor,60
STUDY00003387,Exercise and Nutrition Interventions During Chemotherapy K07,5.134246575342465,Recruiting,Interventional,No,No,Principal Investigator,80
SBT6050-201,A Safety and Activity Study of SBT6050 in Combination With Other HER2-directed Therapies for HER2-positive Cancers,0.40821917808219177,Terminated,Interventional,Yes,No,Sponsor,2
MCART-002,Dual-targeting HER2 and PD-L1 CAR-T for Cancers With Pleural or Peritoneal Metastasis,2.808219178082192,Recruiting,Interventional,No,No,Principal Investigator,18
ARRAY-818-103,Pharmacokinetic Drug-drug Interaction Study of Encorafenib and Binimetinib on Probe Drugs in Patients With BRAF V600-mutant Melanoma or Other Advanced Solid Tumors,5.326027397260274,"Active, not recruiting",Interventional,Yes,No,Sponsor,56
Niraparib-5001,A Study for Post-Marketing Surveillance of Niraparib in the Treatment of Adult Participants for Approved Indications in South Korea,4.715068493150685,Recruiting,Observational,No,No,Sponsor,600
LINDA,Study To Evaluate The Sensitivity Of The Linda Thermal Device,1.4191780821917808,Recruiting,Observational,No,No,Sponsor,500
MC210302,Effects of Probiotics on the Gut Microbiome and Immune System in Operable Stage I-III Breast or Lung Cancer,1.6849315068493151,Completed,Interventional,Yes,No,Sponsor,6
QSPainRelief-patientCNS,"QSPainRelief-patientCNS : Clinical Biomarkers of Nociception, Sedation and Cognition",3.547945205479452,Not yet recruiting,Interventional,No,No,Sponsor,180
CARTIER,Cardiovascular Prevention Strategies in Elderly Patients With Cancer (CARTIER Clinical Trial),6.3342465753424655,Recruiting,Interventional,No,No,Sponsor,514
The Swedish DIRECT study,Direct Information to At-risk Relatives,5.904109589041096,Enrolling by invitation,Interventional,No,No,Principal Investigator,490
CKAF156A2104,"Drug-drug Interaction Study of Ganaplacide and Lumefantrine With Midazolam, Repaglinide, Dextromethorphan, Metformin, Rosuvastatin and Dolutegravir",0.6082191780821918,Completed,Interventional,No,No,Sponsor,48
B3271007,Safety and Efficacy of Trastuzumab BS,2.024657534246576,Not yet recruiting,Observational,Yes,No,Sponsor,150
Elasto Trial,Comparison of Real-time and Shear Wave Elastography,4.838356164383562,"Active, not recruiting",Interventional,No,No,Sponsor,98
Soh-Med-22-09-01,Ultrasonography Screening for Breast Lesions During Pregnancy and Lactation,1.5835616438356164,Not yet recruiting,Observational,No,No,Principal Investigator,50
