ID,Gender,Minimum_Age,Healthy_Volunteers
RESCREEN,Female,18 ,No
NCI-2019-00048,All,18 ,No
IRB-57111,All,18 ,No
2022-0959,All,18 ,No
I 60517,Female,18 ,No
OSU-21185,Female,18 ,No
A221803,All,18 ,No
IndonesiaU2022,Female,18 ,No
STUDY00003100,Female,18 ,No
FM-17-B01,Female,18 ,No
MC220303,Female,30 ,No
STUDY00007842,Female,18 ,No
STUDY00001007,All,18 ,Accepts Healthy Volunteers
20-009279,Female,20 ,No
20-133,All,18 ,Accepts Healthy Volunteers
H19094,Female,18 ,Accepts Healthy Volunteers
KKKR-Neulasta OS-01,Female,19 ,No
16-185671,Female,18 ,No
M18BEL,Female,18 ,No
"UPCC# 15122, IRB # 852205",All,18 ,No
HCC 20-243,Female,18 ,No
Alaa_Negm_MSc_2023,All,40 ,Accepts Healthy Volunteers
SunYatsenU2H-LQ3,Female,18 ,No
LCCC1745,Female,30 ,No
BYEC20211201,Female,18 ,No
18-140,Female,18 ,No
2022-0378,Female,30 ,No
20-221,Female,18 ,No
IRB-58571,Female,18 ,No
BPI-1178-2019-001,All,18 ,No
Organoids Breast,Female,18 ,No
E-HHC-2016-0245,Female,35 ,No
PUMCH-2020-EBC,Female,70 ,No
21656,Female,18 ,No
UC-0140/1901,Female,18 ,No
ACCRU-BR-1801,All,18 ,No
HE072-CSP-002,Female,18 ,No
17-00890,All,18 ,No
2020-01,Female,18 ,No
TransRosaLEE-IPC 2021-075,Female,18 ,No
2000024495,Female,18 ,No
UMCC 2021.109,Female,18 ,No
TROIKA,Female,18 ,No
HMCC-BR22-001,All,18 ,No
I 1680021,All,18 ,No
NCC1692,Female,18 ,No
0201263,Female,50 ,No
19/002,All,18 ,No
CIH-TZS-20190912,Female,18 ,No
NCI-2019-06461,All,18 ,No
HNCH-BC001,Female,18 ,No
S-169,All,18 ,No
ExtremeHypofractionationBreast,Female,18 ,No
HCI103657,Female,18 ,No
HS627-III,Female,18 ,No
17782,Female,18 ,No
LQ004,Female,18 ,No
KutahyaMSUcancer,Female,18 ,No
2021-A03166-35,Female,18 ,No
AAAS9859,Female,18 ,No
249571,Female,18 ,No
001,Female,20 ,No
2022/050,Female,18 ,No
BR01/01/22,All,21 ,No
POLAR-01,Female,18 ,No
UMCC 2020.122,All,18 ,No
CA048-001,All,18 ,No
NCI-2022-10810,All,18 ,No
RG1004302,All,18 ,No
Pro00100093,All,18 ,No
0201-21,Female,18 ,Accepts Healthy Volunteers
CORE,Female,18 ,No
ENZENO-C-101,All,18 ,No
19206,All,70 ,No
NEO-R-IPC 2019-041,Female,18 ,No
S00748-NIM,Female,18 ,No
STUDY00002373,All,18 ,No
ATENTO19,Female,18 ,No
SCHBCC-N048,Female,18 ,No
3-2020-0343,All,19 ,No
KSF2-1707,Female,18 ,No
UW 19-045,Female,18 ,No
22-074,All,18 ,No
09.2018.,Female,18 ,No
lithium and breast cancer,All,nan,No
18549,Female,21 ,No
EGC002,Female,18 ,No
Multimodal Project,Female,18 ,No
201710109,Female,18 ,No
2016-003518-28,Female,18 ,No
BR01/02/19,All,21 ,No
ZLiu,Female,nan,No
XJLL-KY20212136,Female,18 ,No
2017-073,Female,19 ,No
CMUH107-REC3-102,All,20 ,No
THALIA-01,Female,18 ,No
C-MOT,All,18 ,No
BC-P32,Female,18 ,No
HBO001,Female,18 ,No
RG1718047,All,18 ,No
19-0448,All,50 ,No
2020-006,Female,18 ,No
TX05-03,Female,18 ,No
2016/65,Female,60 ,No
22-490,All,18 ,No
19P.117,Female,18 ,No
HCRN BRE19-433,All,18 ,No
S2020-09,Female,18 ,No
SYSKY-2022-445-01,Female,18 ,No
CGAprediting,Female,70 ,No
J17118,All,18 ,No
EQ132-201,All,18 ,No
UW21062,Female,18 ,No
ACT16106,Female,18 ,No
2018/8361/I,Female,18 ,No
427 BC SDM,Female,18 ,No
20210901-jiangchunling,Female,18 ,No
2023-3181,Female,18 ,Accepts Healthy Volunteers
CH-BC-086,Female,18 ,No
IRB00154162,All,18 ,No
2020KT151,All,18 ,No
01,Female,18 ,No
CHUV-DO-0009-CyberImmunoBreast,Female,18 ,No
NCC3222,Female,18 ,No
PEMBRACA,All,18 ,No
170115,All,18 ,No
ANG1005-CLN-07,All,18 ,No
IJB-EBC-Decrescendo-2020,All,18 ,No
FASCINATE-N,Female,18 ,No
Manual Therapy BCS,Female,18 ,No
KUH5101090,Female,18 ,No
17471,All,70 ,No
BAIBU-FTR-ED-001,Female,18 ,No
STUDY00018239,All,18 ,No
NCO-21001,Female,18 ,No
16-015,All,18 ,No
2170-29-02/1-2,Female,18 ,No
22-10590-BO,All,18 ,nan
GBG 97,Female,18 ,No
DOT-1871-KIE-0120-I,Male,18 ,No
IIT-2017-MM-BRST-Her2noRT,Female,40 ,No
KaratayUHaticeTEZ,Female,nan,No
YBCSG-21-01,All,18 ,No
4-2017-1108,Female,20 ,No
UniUrb_21/10.07.2019,All,30 ,No
Shengjing-LJY02,Female,45 ,No
2016-6346,Female,21 ,No
N19TON,All,18 ,No
Soh-Med-23-02-16,Female,18 ,No
SIMR_onc19_IIS_DAndre_Ashwaga,All,18 ,No
PROICM 2018-02 SKY,Female,18 ,No
GRASPA-TNBC-2018-02,All,18 ,No
NCI-2016-01293,Female,18 ,No
BOOG 2021-01 SEQUEL-Breast,All,18 ,Accepts Healthy Volunteers
2020-1138,Female,18 ,No
432-17,Female,19 ,No
20170770,All,18 ,No
GATTUM -1,Female,18 ,No
YX2021-070(F1),Female,nan,No
RI-002,Female,18 ,nan
LCI-BRE-MTN-NIR-001,All,18 ,No
1B-16-11,Female,18 ,No
7119-001,All,20 ,No
PRO2,All,18 ,No
KTI-21-01,All,18 ,No
CDX-ONC-101,All,18 ,No
ICL-2022-1,Female,18 ,No
1070741-1,Female,18 ,No
MO42319,All,18 ,No
2021-1031,All,18 ,No
MCC-19337,All,18 ,No
18175,All,18 ,No
4090,Female,18 ,No
2021332GD,Female,18 ,No
18238,All,18 ,No
21152,Female,18 ,No
BLTN-Ig,Female,18 ,No
I 62218,Female,18 ,No
Pro00080769,Female,21 ,No
E2019316,Female,18 ,No
22-364,Female,18 ,No
ISK-N103,Female,18 ,No
NCI-2019-02752,All,18 ,No
STao-003,Female,18 ,No
RECHMPL20_0130,All,25 ,No
OSU-17122,Female,30 ,No
SKB264-Ⅱ-07,All,18 ,No
LonghuaH,Female,30 ,No
OTT 18-01,All,18 ,No
PTC-breastNAT,Female,18 ,No
ZL-1302-002,All,18 ,No
MCC-21-18633,Female,40 ,Accepts Healthy Volunteers
Fudan-P1-201701,Female,18 ,No
CBYL719C2005,All,18 ,No
2018-0473,Female,18 ,No
BCIG,Female,nan,No
2019-0638,Female,65 ,No
NCC1786,All,18 ,No
ZG-2021-002,Female,22 ,No
NU 19B07,Female,18 ,No
LUT-RD-02-01,Female,18 ,No
Neo-RT,Female,18 ,No
MEDOPP445,All,18 ,No
OSU-18174,Female,18 ,No
ICR-CTSU/2017/10065,All,18 ,No
VICC BRE 18108,Female,18 ,No
RIGAIN,Female,18 ,No
Survey_App,All,18 ,No
DR210090_SILENCE,All,18 ,No
69HCL21_0552,Female,18 ,No
OSU-21035,Female,15 ,No
19-031,All,70 ,No
20-166,All,18 ,No
INCMNSZ REF 1239,Female,18 ,No
OSU-20101,Female,18 ,No
UW18063,Female,18 ,No
N201912134,Female,20 ,Accepts Healthy Volunteers
SAHZhejiangU---Breast,All,18 ,No
IRST174.21,Female,18 ,No
PEAR-TNBC_ Protocol_v2.0,All,18 ,No
ML42876,Female,18 ,No
OSU-18201,Female,18 ,No
MHICC-2018-003,All,18 ,nan
H-1912-010-086,All,20 ,No
DAN-22220205,Female,18 ,No
UPCC 21118,Female,18 ,No
IRB00049171,Female,nan,No
MA-BC-II-002,All,18 ,No
I 2612022,All,18 ,No
M21CAR,Female,18 ,No
IFOM-CPT008/2022/PO007,All,18 ,No
RG1122380,All,18 ,No
4070,Female,18 ,No
RG1003977,Female,18 ,Accepts Healthy Volunteers
2022-0239,Female,18 ,No
20190812,All,18 ,No
BabesBolyaiOncovox,Female,18 ,No
CADPT01A12101C,All,18 ,No
V2011801,All,18 ,No
R.18.02.33,Female,18 ,No
R21052,Female,18 ,No
Exactis-05,All,18 ,No
MCC-19-14621,All,18 ,No
I-19-04120,Female,18 ,No
042001,Female,18 ,No
767/29-09-2017,Female,nan,Accepts Healthy Volunteers
WSG-AM12,Female,18 ,No
STUDY00002985,Female,18 ,No
CSIIT-C37,Female,18 ,No
i 67518,All,65 ,No
HCI153239,All,18 ,No
268-2017,Female,18 ,No
16-304,Female,18 ,No
2019-A02374-53,Female,18 ,No
2022-191,All,18 ,No
NCI-2017-02320,All,18 ,No
GIM25-CAPT,All,18 ,No
ERC/2018/06/01,All,nan,Accepts Healthy Volunteers
ELA-0121,All,18 ,No
844978,Female,40 ,Accepts Healthy Volunteers
APPI2-PT-2020-AIMSS,Female,18 ,No
EDP1503-101,All,18 ,No
S2020-300,All,18 ,No
187519,All,18 ,No
OnerCengiz,Female,18 ,No
PH-CP026,Female,20 ,No
B1432020000025,Female,18 ,Accepts Healthy Volunteers
IFG-05-2019,All,18 ,No
CTP-BRST-01,All,45 ,No
A221801,Female,22 ,No
50619,Female,47 ,Accepts Healthy Volunteers
2016-0538,All,18 ,No
2018/455,Female,18 ,No
MC2031,Female,18 ,No
2019-1237,All,18 ,No
9988,All,19 ,No
TN.32.1.17.SATF,Female,18 ,No
ACT-MBC,All,18 ,No
KN026-US-I-001,All,18 ,No
MC1931,Female,18 ,No
CBTMMUH,Female,18 ,No
20180259-01H,Female,18 ,No
PHRI.SCHOLAR-2,All,nan,No
2017-0502,All,18 ,No
OSU-18317,All,18 ,No
e-OTCAT20,Female,18 ,No
23-050,Female,18 ,No
19447,Female,18 ,No
20G.093,Female,18 ,No
ANI251_BCS-PI,Female,18 ,Accepts Healthy Volunteers
NCI-2019-05187,All,18 ,No
OUMK59829,All,18 ,No
STUDY00000057,Female,18 ,No
LACOG 0122,Female,18 ,nan
239531,Female,18 ,No
Castle06(BC),Female,18 ,No
STUDY02000934_1,All,18 ,No
IFG-01-2022,Female,18 ,No
PI-0171-2020,All,18 ,No
STU-2019-0529,All,18 ,No
NBC Sur001,Female,18 ,No
RG1718049,All,18 ,No
55457122.3.0000.5330,All,18 ,No
2020-A02045-34,Female,18 ,No
ESPvsPECS/AOP,All,18 ,No
MP-12-2021-2565,Female,50 ,No
S1703,All,18 ,No
OSU-19152,Female,18 ,No
2018-11-128,Female,18 ,No
OSU-20340,Female,18 ,No
PAXMAN,Female,20 ,No
MC210303,All,18 ,No
NL80749.058.22 DIRECT 2,All,18 ,No
2020-01097,Female,18 ,No
NCI-2022-04956,All,18 ,No
IRB-2022-329,Female,18 ,No
N20ESP,Female,18 ,No
SMC2018-09-029-003,Female,20 ,No
UZBRU_VHH1_3,All,18 ,No
17753,All,18 ,No
35945/10/22,All,18 ,No
2019-5382,Female,18 ,Accepts Healthy Volunteers
IRB00105944,All,18 ,No
IRB202201483,Female,50 ,Accepts Healthy Volunteers
MC18C3,All,18 ,No
2022-376,Female,18 ,No
2019-1042,Female,18 ,No
20-002712,Female,18 ,No
Gabapentin RCT,Female,18 ,No
167514,All,18 ,No
FS-CY1502-Ph1-01,All,18 ,No
G1T48-01,Female,18 ,No
PH-CP032,Female,20 ,No
2018-0062,Female,18 ,No
URomLS-2019a,Female,18 ,Accepts Healthy Volunteers
ReMig,Female,18 ,No
ODO-TE-B201,All,18 ,No
EVE-CWM-01,Female,29 ,No
MAMMoutreach,Female,45 ,Accepts Healthy Volunteers
SAFE-FORWARD,Female,18 ,No
20-222,Female,18 ,No
20-001275,All,18 ,No
2018-8984,Female,18 ,No
OSU-22083,Female,18 ,No
CF22200A,Female,20 ,No
2018-0550,All,18 ,No
3543,Female,18 ,Accepts Healthy Volunteers
EstroTEP COMPARE,Female,18 ,No
230/HĐĐĐ-ĐHYD,All,18 ,No
2020-0715,All,18 ,No
NCI-2019-06088,All,18 ,No
MA-BC-II-037,Female,18 ,No
A5481152,All,18 ,No
LCZ696ABM001.001,Female,18 ,No
2018-0127,All,18 ,No
S2007,All,18 ,No
19-004024,Female,18 ,No
ANG-002,Female,22 ,Accepts Healthy Volunteers
115300-20-52703,All,18 ,No
MC1635,All,18 ,No
IIT2019-21-Basho-TOPAZ,All,18 ,No
81603703,Female,18 ,No
38RC20.120,Female,nan,No
BTCRC BRE15-024,All,18 ,No
2021-375,Female,18 ,Accepts Healthy Volunteers
3474028/2019,Female,35 ,Accepts Healthy Volunteers
2020-0245,All,18 ,No
18-000427,Female,18 ,No
CASE11119,Female,18 ,No
ZLYNXM202014,Female,18 ,No
19.07,Female,18 ,No
REaCT-Low Risk HER-2,All,18 ,No
D19160,Female,18 ,No
PRO00035701,All,18 ,No
REaCT-CHRONO,All,18 ,No
Acu-CIPN,Female,18 ,No
202104085,Female,50 ,No
ZL-MG-BC-001,All,18 ,No
P170104J,Female,18 ,No
Pro00104214,All,18 ,No
CLEE011AIT01,Female,18 ,No
MedOPP150,All,18 ,No
ODO-TE-B202,All,18 ,No
IO Panel,Female,nan,No
Study00146761,Female,45 ,Accepts Healthy Volunteers
17-546,All,18 ,No
DRACARYS,Female,45 ,No
PA18-1077,Female,18 ,No
RIPH2_BREYSSE_ETAPH,Female,18 ,No
I 60217,Female,18 ,Accepts Healthy Volunteers
21-001819,All,18 ,No
ARC-2 (AB928CSP0002),Female,18 ,No
IRB00076577,Female,18 ,No
RJ-101-RCT-001,Female,18 ,Accepts Healthy Volunteers
KEK 2021-D0051,All,18 ,nan
SCHBCC-N046,Female,18 ,No
2021-1151-002,Female,20 ,No
Aqua POLO-IPC 2019-028,Female,18 ,No
OSU-20408,Female,18 ,No
21D.625,All,18 ,No
TNBC-NEO,Female,18 ,No
RD19/125787,All,18 ,No
13/21,Female,18 ,No
NCI-2017-01960,Female,18 ,Accepts Healthy Volunteers
2020-01,Female,18 ,No
USB_22 Trial,Female,18 ,No
YOUNGBC-12,Female,nan,No
CSIIT-C25,Female,18 ,No
SAKK 95/17,Female,18 ,No
2018-A01019-46,Female,18 ,No
Fisioterapia en Linfedema,Female,nan,No
2019-0752,All,18 ,No
STUDY00003705,All,18 ,No
CL 2775,Female,18 ,No
STUDY00003782,Female,18 ,No
X9001194,Female,18 ,No
UEM Quirón,Female,25 ,No
MUST-02-001,Female,40 ,Accepts Healthy Volunteers
IB2022-04,Female,20 ,No
D5336C00001,All,18 ,No
CE 193/17,Female,18 ,No
IRAS 314460,Female,18 ,No
UPCC12118,Female,18 ,No
LCCC 1716,All,18 ,No
YL202-INT-101-01,All,18 ,No
227/KEPK/IX/2022,All,18 ,No
OFA,Female,20 ,No
STUDY00021243,All,18 ,No
HNCH-2022KY59,Male,18 ,No
Prevention of radiodermatitis,Female,18 ,No
EXERT-BC,Female,20 ,No
D3614C00001,All,18 ,No
AH150202-1,Female,18 ,No
yifeng,Female,18 ,No
MEC-2021-0829,Female,18 ,No
YOUNGBC-23,Female,18 ,nan
D8530C00007,Female,18 ,No
NEODOC-2021668610-165,All,18 ,No
21-194,Female,18 ,No
Exactis-03,Female,18 ,No
MedOPP100,Female,18 ,No
SYSU003-2020,All,18 ,No
MS201922_0010,All,18 ,No
HR-BLTN-III-MBC-C,Female,18 ,No
MC1892,All,18 ,No
ZWI-ZW25-202,All,18 ,No
MC1734,Female,18 ,No
UW20058,Female,18 ,No
DokuzEUBanuNihan,Female,18 ,No
202207200MIPB,Female,20 ,No
2019COIMBRA001,Female,18 ,No
00055029,Female,18 ,No
TADANAC,All,18 ,No
C4391002,All,18 ,No
CPH-2022-10-MHS-2,Female,18 ,No
HCRN BRE17-141,All,18 ,No
YOUNGBC-11,Female,18 ,No
C4891018,All,18 ,No
P-2020-246,Female,25 ,No
YOUNGBC-18,Female,18 ,No
SHR-1210-APTN-IIT-TNBC,Female,18 ,No
FMUUH-BC-2201,Female,18 ,No
PF008,All,18 ,No
20-153,All,18 ,No
OBU-BC-II-024,Female,18 ,Accepts Healthy Volunteers
328717,Female,18 ,No
2066383,Female,40 ,No
2021-5644,Female,18 ,No
MC1935,Female,18 ,No
19F.265,Female,18 ,No
201901698B0,All,18 ,No
2,Female,50 ,No
2018-0477,Female,18 ,No
MedOPP253,Female,18 ,No
S-20180117,All,18 ,No
BZ01/17,Female,18 ,No
712,Female,18 ,No
RC48-C006,All,18 ,No
KGYY-001,All,18 ,No
1808852902,All,21 ,No
UHaiArtBC,Female,18 ,No
16381,Female,18 ,Accepts Healthy Volunteers
NL67059.068.18,Female,18 ,No
WHUH-BC-001,Female,18 ,No
ALRN-6924-1-05,All,18 ,No
202301160RINA,All,20 ,Accepts Healthy Volunteers
IRB00223131,Female,18 ,No
202111198,All,18 ,No
Shengjing-LCG003,Female,18 ,No
AHQU-2022002,Female,18 ,No
IC 2019-04,Female,18 ,No
STU00201961B,Female,18 ,No
2-107-05-079,All,18 ,No
2001272738,Female,18 ,Accepts Healthy Volunteers
2018/781,All,18 ,No
2012-090-1182,Female,20 ,No
IRB00054587,All,18 ,No
VSN-18-199,Female,18 ,Accepts Healthy Volunteers
2022YF035-01,Female,18 ,No
22-544,Female,18 ,No
2019-06-027,All,20 ,No
MRI in response assesment,All,nan,No
021-013772,Female,18 ,No
GCO 15-1783,Female,18 ,No
1191/2018,All,18 ,No
NCI-2017-01119,All,18 ,No
UAB 1794,All,18 ,No
19-5080,Female,18 ,No
METIS,All,18 ,No
IUSCC-0616 (1709077419),All,18 ,No
H1901940,Female,55 ,No
APA-PG1,Female,18 ,No
26778919.3.0000.0072,All,18 ,No
HSM/VGH-2017-01-011AC,All,22 ,Accepts Healthy Volunteers
H2207-207-1346,All,19 ,No
CRM-BRE-002,Female,45 ,Accepts Healthy Volunteers
BC-TATOO-2020,Female,18 ,No
ICO-N-2018-03,Female,18 ,No
20190511,Female,18 ,No
RG1121659,Female,18 ,No
17-AKD-186,Female,18 ,No
Immuno2020-01,Female,18 ,No
BGB-A317-ZW25-101,All,18 ,No
STUDY00011444,Female,18 ,No
TQB3616-Ⅲ-02,Female,18 ,No
ATOX-2018,All,19 ,No
A5481150,All,18 ,No
SHAW001,Female,18 ,No
CETC 002,Female,18 ,nan
71306642-5/24,Female,20 ,No
2021-0077,All,18 ,No
SYSA1501-CSP-005,All,18 ,No
00031569,Female,18 ,No
1028595,All,21 ,No
QoLMa,Female,18 ,No
CTPR-0015,Female,40 ,No
FZPL-Ib-105,Female,18 ,No
TDM of TAM,Female,18 ,No
STUDY20110029,Female,30 ,Accepts Healthy Volunteers
ECP 250 - 15/16,All,12 ,No
CTR20220630,Female,18 ,No
2022-001,Female,18 ,nan
REC 22/WA/0164,Female,18 ,Accepts Healthy Volunteers
2019DEPO-TRIGGER001,Female,18 ,No
OSU-16288,Female,40 ,Accepts Healthy Volunteers
20.478.486,All,18 ,No
829400,Female,18 ,No
J16146,All,18 ,No
2022-A02337-36,Female,18 ,No
STUDY00001721,Female,21 ,No
H19017,Female,18 ,Accepts Healthy Volunteers
1100903,Female,20 ,No
LAAVA2,Female,18 ,No
BXu-1839,All,18 ,No
NABP201801,Female,18 ,No
RG1121642,All,18 ,No
C-plus-Pairs,Female,18 ,No
URomLS_4,Female,18 ,No
46.20 PAR ComEt CBM,Female,18 ,No
012418QM,Female,18 ,No
R_ReLoCC,Female,18 ,nan
2020466,Female,18 ,No
2021-0031,All,25 ,No
SYM011,All,18 ,No
16-0040-02,Female,55 ,No
2022-008,Female,18 ,No
X4P-001-201,Female,18 ,No
2017-0479,Female,18 ,Accepts Healthy Volunteers
SYSU-2022-01,All,18 ,No
SAKK 21/18,Female,18 ,No
HelouEl,Female,nan,nan
2018/827,Female,18 ,No
RWS-PEGCSF,Female,13 ,No
736-19,Female,21 ,No
198411013011,Female,18 ,No
AP1907-50101,Female,18 ,No
YOUNGBC-13,Female,18 ,nan
2021-19,Female,18 ,No
A5481170,All,18 ,No
RLY-5836-101,All,18 ,No
BRI-ROL-001,All,18 ,No
RP-PG-1214-20016,Female,nan,Accepts Healthy Volunteers
220287,Female,18 ,No
PI17/01687,Female,18 ,No
BCP-25,Female,18 ,No
20210312/2,All,18 ,No
2018-1518,Female,18 ,No
EUBREAST-4,All,18 ,No
UCI 18-79 [HS# 2020-5660],Female,18 ,No
ePOST,All,18 ,No
URCC16070,Female,18 ,No
Shengjing-LJY06,Female,18 ,No
Pro00105104,All,18 ,No
202210064DIPD,Female,20 ,No
PERT.21.001,Female,18 ,No
HCI140278,All,18 ,No
MedOPP068,Female,18 ,No
69HCL17_0480,All,18 ,Accepts Healthy Volunteers
KCT003,All,18 ,No
SILMET_0107665,All,18 ,No
S-20180134,Female,18 ,No
241379,All,18 ,No
A5481158,All,18 ,No
2021/270,Female,18 ,No
EUBREAST-11R,Female,18 ,No
202109031MIPD,Female,20 ,No
00048814,Female,18 ,Accepts Healthy Volunteers
JD-LK-2022-136-01,All,18 ,No
2017/12-SBO-GHMG,All,18 ,No
WSG-NIS04 / PROOFS,Female,18 ,No
LYT-100-2020-01,All,18 ,Accepts Healthy Volunteers
SCHBCC-N023,Female,18 ,No
2017-0328,Female,20 ,No
2179 CE,Female,nan,No
Pro00117242,Female,21 ,Accepts Healthy Volunteers
MC1937,Female,18 ,No
2018-A03054-51,Female,18 ,No
US-003,All,18 ,No
7119-002,All,18 ,No
21-169,All,18 ,No
2018-002,All,18 ,No
12345,Female,18 ,No
GLSI-21-01,All,18 ,No
A221702,Female,18 ,No
22-006606,Female,18 ,No
CAPRICE,All,18 ,No
CT/2019/CANFLAX,Female,18 ,No
20-754,All,18 ,No
URomLS-2019,Female,18 ,Accepts Healthy Volunteers
mavis20023,Female,20 ,No
2021-01-075,Female,19 ,No
HiFi-APBI,Female,50 ,No
Self-compassion FCR,Female,18 ,No
20-010751,Female,18 ,No
IJB-BC-TDM1BM-2016,Female,18 ,No
1B-15-6,Female,18 ,No
P018,Female,18 ,No
CBYL719H12301,All,18 ,No
QUILT 2021-1,All,18 ,Accepts Healthy Volunteers
2020-10/850,Female,18 ,No
IEO 0758/,Female,18 ,No
MC18C1,All,18 ,No
GN19ON381,Female,18 ,Accepts Healthy Volunteers
2021/03,Female,18 ,No
WSG-AM11,Female,18 ,No
2018-0528,All,18 ,No
1024489,Female,18 ,No
OBI-822-011,All,18 ,No
CCR 5006,All,18 ,No
ICO-N-2018-12,All,18 ,No
20180349,All,18 ,No
MSCW2019,Female,18 ,No
H-18016600,Female,50 ,No
2020-12-044-012,Female,19 ,Accepts Healthy Volunteers
IJB-PRINTEMPS-2022,All,18 ,No
NIS07075,Female,18 ,No
HNCH-BC009,All,18 ,No
c5ZTCN100,All,18 ,No
CRO-2019-26,Female,18 ,No
YM111146EF,All,40 ,No
AP2205-5015,Female,18 ,No
182113,Female,40 ,No
LCCC1921,All,18 ,No
EC /2018/0996,Female,18 ,No
ICO_UCC_202001,All,50 ,Accepts Healthy Volunteers
19-008929,All,18 ,No
2018-172,Female,18 ,No
19-578,All,18 ,No
Ref. 070/2018,Female,nan,No
2021-04031,Female,18 ,No
A211601,Female,nan,No
PSCI 21-045,Female,65 ,No
22-4004,All,18 ,No
AC-TMSQ-2018,Female,18 ,No
STU-2019-0769,Female,18 ,No
R-2021-3203-005,Female,18 ,No
CD07_TNBC,Female,18 ,No
F16J16000620002,Female,45 ,Accepts Healthy Volunteers
NUR20-0124CRYO,Female,18 ,No
32551/09/2018,Female,20 ,No
AAAS3402,All,18 ,No
2017-1535,All,18 ,No
HUM00208684,Female,18 ,No
12341234,All,nan,No
Mepitel RCT,All,18 ,Accepts Healthy Volunteers
ShandongCHI-07,Female,20 ,No
D8532C00005,Female,50 ,Accepts Healthy Volunteers
CADEX-0001,All,18 ,No
ELIPSE (SOLTI-1905),Female,18 ,No
VI-ISRP-026,Female,18 ,Accepts Healthy Volunteers
5652-18-SMC,Female,18 ,No
İboelif22,Female,18 ,Accepts Healthy Volunteers
FEMAL,Female,nan,No
20-30638,All,18 ,Accepts Healthy Volunteers
R.20.11.1099,Female,18 ,No
IRB00074154,All,18 ,No
SMC 2021-05-045,Female,18 ,No
SamsunU,Female,18 ,No
ShandongCHI-18,Female,18 ,No
JWCI OBCS WITH IORT,Female,50 ,Accepts Healthy Volunteers
AAAT8915,Female,18 ,No
20-513,All,30 ,No
IRB00313835,Female,18 ,Accepts Healthy Volunteers
HE-202012,All,18 ,No
NCC201804007,Female,18 ,No
110.01-2016-GES-0001,Female,18 ,Accepts Healthy Volunteers
PREVENT,Female,18 ,No
QL-KPTB-150,All,28 ,No
REaCT-Hot Flashes Pilot,All,18 ,No
IRB00081356,Female,18 ,No
VIL-HEQ-17-014,Female,18 ,No
COMPLEMENT,All,18 ,No
DHLI-BC/OC-BE-001,Female,18 ,No
GS18/107321,Female,18 ,No
2019-003825-56,All,18 ,No
80252,Female,18 ,No
Exo-LCR,Female,18 ,No
MCC-19117,All,18 ,No
EA1181,All,18 ,No
PAL-ZJCC-02,Female,18 ,No
GCO 18-1832,Female,18 ,No
DS_v01,All,18 ,No
T06/024/21,All,18 ,No
ES,Female,18 ,No
Study00145121,Female,45 ,Accepts Healthy Volunteers
STU 042018-083,Female,18 ,No
AcuBreast 2020,Female,18 ,No
4-2020-1093,All,20 ,No
A012103,All,18 ,No
HREBA.CC-22-0128,Female,18 ,No
A191901,Female,18 ,No
VICCBRE2257,All,18 ,No
HCI69515,Female,18 ,No
TX05-03E,Female,18 ,No
2019/639,All,18 ,Accepts Healthy Volunteers
GBG 107,All,18 ,No
CE-MRI&CESM in breast lesions,Female,18 ,No
PBCST,Female,18 ,No
NEODOC- 2021668610-221,Female,35 ,No
9785-CL-0018,Male,18 ,No
2021-03165,Female,18 ,No
IRB202202679,Female,60 ,No
Arise-FJ-B102,Female,18 ,No
453190,Female,40 ,No
RenJiH-2018-038,Female,18 ,No
202110124,Female,40 ,Accepts Healthy Volunteers
18-003544,Female,30 ,No
MCC-21262,All,18 ,No
CKRC2021-CCV,Female,25 ,No
BEXMET,Female,21 ,No
PICC One Day 01 (ET15-123),Female,18 ,No
IRB00049061,Female,18 ,No
CP-13-001,Female,18 ,No
SOLTI-1710,Female,18 ,No
IJB-SYNERGY-012017,Female,18 ,No
IRB00046759,Female,18 ,No
18947,Female,17 ,No
2021-A03027-34,Female,18 ,Accepts Healthy Volunteers
IRB-44367,Female,18 ,No
NEPA-17-05,Female,18 ,No
I3Y-MC-B009,All,18 ,No
SHR6390-III-303,Female,18 ,No
17/222,All,25 ,Accepts Healthy Volunteers
2022-761,Female,50 ,No
JCL2020,Female,18 ,No
19-302,Female,18 ,No
BFH-BC,Female,18 ,Accepts Healthy Volunteers
RT 1901,Female,18 ,No
MC1732,All,18 ,No
ET19-084 - CICA-RT,Female,18 ,No
A5481160,All,18 ,No
21623,All,18 ,No
CASE10116,Female,19 ,No
2021/271,Female,18 ,Accepts Healthy Volunteers
CASE5Y21,All,18 ,No
University in Zielona Gora,Female,18 ,Accepts Healthy Volunteers
T148/2020,All,18 ,No
ICO-2019-16,Female,18 ,No
ISI dV SP - NSM-01,Female,21 ,No
ATOPE18,Female,18 ,No
ChungnamNU.J1,Female,19 ,No
EC/2017/1261,Female,50 ,Accepts Healthy Volunteers
M21REO,Female,18 ,No
EORTC-2129-BCG,All,18 ,No
22-001501,All,18 ,No
NCI-2021-11793,All,18 ,No
ET19-283,Female,18 ,No
2019-4433,Female,18 ,No
THERMOEDEME,Female,18 ,No
C3621001,All,18 ,No
LSB-12345,Female,18 ,No
108511,Female,18 ,No
202101421A0,Female,20 ,No
960-CSP-USA_DenseBreasts_USS1,Female,40 ,Accepts Healthy Volunteers
PROICM 2018-09 BSA,Female,65 ,No
211521,All,35 ,No
